
time,ax,ay,az,wx,wy,wz
0.043,0.08,-0.05,-0.08,0.03,0.19,0.03
0.046,0.08,-0.05,-0.08,0.03,0.20,0.03
0.047,0.11,-0.04,-0.08,0.03,0.20,0.03
0.05,0.11,-0.04,-0.08,0.02,0.21,0.02
0.051,0.13,-0.04,-0.07,0.02,0.21,0.02
0.051,0.13,-0.04,-0.07,0.02,0.21,0.02
0.054,0.13,-0.04,-0.07,0.02,0.21,0.02
0.055,0.13,-0.07,-0.06,0.02,0.21,0.02
0.055,0.13,-0.07,-0.06,0.02,0.21,0.02
0.059,0.13,-0.07,-0.06,0.02,0.21,0.02
0.059,0.15,-0.07,-0.07,0.02,0.21,0.02
0.063,0.15,-0.07,-0.07,0.02,0.20,0.02
0.063,0.18,-0.08,-0.04,0.02,0.20,0.02
0.063,0.18,-0.08,-0.04,0.01,0.19,0.01
0.067,0.18,-0.08,-0.04,0.01,0.18,0.01
0.068,0.17,-0.08,-0.02,0.01,0.18,0.01
0.07,0.17,-0.08,-0.02,0.01,0.16,0.01
0.07,0.18,-0.05,-0.01,0.01,0.16,0.01
0.071,0.18,-0.05,-0.01,0.01,0.14,0.01
0.075,0.18,-0.05,-0.01,0.02,0.13,0.02
0.075,0.18,-0.05,-0.01,0.02,0.11,0.02
0.076,0.14,-0.06,-0.01,0.02,0.11,0.02
0.079,0.14,-0.06,-0.01,0.02,0.09,0.02
0.079,0.11,-0.09,-0.01,0.02,0.09,0.02
0.085,0.11,-0.09,-0.01,0.03,0.09,0.02
0.085,0.11,-0.09,-0.01,0.03,0.08,0.03
0.085,0.07,-0.06,-0.06,0.03,0.08,0.03
0.087,0.07,-0.06,-0.06,0.04,0.08,0.03
0.087,0.08,-0.10,-0.07,0.04,0.08,0.03
0.09,0.08,-0.10,-0.07,0.04,0.08,0.03
0.091,0.02,-0.15,-0.09,0.04,0.08,0.03
0.091,0.02,-0.15,-0.09,0.05,0.08,0.04
0.093,0.02,-0.15,-0.09,0.05,0.08,0.04
0.095,-0.02,-0.18,-0.06,0.05,0.08,0.04
0.096,-0.02,-0.18,-0.06,0.06,0.09,0.04
0.099,-0.02,-0.23,-0.00,0.06,0.09,0.04
0.1,-0.02,-0.23,-0.00,0.07,0.09,0.04
0.103,-0.02,-0.20,0.11,0.07,0.09,0.04
0.106,-0.02,-0.20,0.11,0.08,0.10,0.05
0.106,-0.02,-0.20,0.11,0.09,0.10,0.05
0.106,-0.02,-0.20,0.11,0.10,0.11,0.05
0.107,-0.00,-0.20,0.22,0.10,0.11,0.05
0.111,-0.00,-0.20,0.22,0.12,0.12,0.05
0.114,-0.00,-0.20,0.22,0.13,0.13,0.05
0.114,0.01,-0.14,0.32,0.13,0.13,0.05
0.114,0.01,-0.14,0.32,0.15,0.15,0.05
0.141,0.01,-0.14,0.32,0.16,0.16,0.05
0.141,-0.08,-0.09,0.38,0.16,0.16,0.05
0.141,-0.08,-0.09,0.38,0.17,0.16,0.05
0.141,-0.08,-0.07,0.42,0.17,0.16,0.05
0.142,-0.08,-0.07,0.42,0.18,0.16,0.05
0.142,-0.07,-0.08,0.44,0.18,0.16,0.05
0.142,-0.07,-0.08,0.44,0.19,0.16,0.04
0.142,-0.07,-0.08,0.44,0.20,0.16,0.04
0.142,-0.03,-0.08,0.40,0.20,0.16,0.04
0.143,-0.03,-0.08,0.40,0.21,0.16,0.04
0.143,0.00,-0.07,0.34,0.21,0.16,0.04
0.143,0.00,-0.07,0.34,0.21,0.16,0.04
0.143,0.00,-0.07,0.34,0.21,0.16,0.04
0.144,0.00,-0.07,0.34,0.21,0.17,0.04
0.144,-0.09,-0.10,0.22,0.21,0.17,0.04
0.144,-0.06,-0.12,0.07,0.21,0.17,0.04
0.144,-0.06,-0.12,0.07,0.20,0.17,0.04
0.144,-0.06,-0.12,0.07,0.20,0.18,0.03
0.148,0.01,-0.13,-0.08,0.20,0.18,0.03
0.148,0.01,-0.13,-0.08,0.19,0.18,0.03
0.149,0.05,-0.19,-0.18,0.19,0.18,0.03
0.161,0.05,-0.19,-0.18,0.18,0.19,0.03
0.161,0.04,-0.24,-0.27,0.18,0.19,0.03
0.161,0.04,-0.24,-0.27,0.16,0.19,0.03
0.162,0.04,-0.24,-0.27,0.15,0.18,0.02
0.162,-0.02,-0.24,-0.30,0.15,0.18,0.02
0.162,-0.02,-0.24,-0.30,0.14,0.18,0.02
0.162,-0.02,-0.24,-0.30,0.13,0.17,0.03
0.162,-0.02,-0.24,-0.30,0.12,0.17,0.03
0.162,-0.07,-0.22,-0.29,0.12,0.17,0.03
0.163,-0.07,-0.22,-0.29,0.12,0.17,0.03
0.166,-0.08,-0.21,-0.23,0.12,0.17,0.03
0.166,-0.08,-0.21,-0.23,0.11,0.18,0.03
0.169,-0.09,-0.25,-0.14,0.11,0.18,0.03
0.169,-0.09,-0.25,-0.14,0.11,0.18,0.04
0.17,-0.09,-0.25,-0.14,0.11,0.19,0.04
0.172,-0.09,-0.25,-0.14,0.12,0.20,0.04
0.173,-0.10,-0.27,-0.12,0.12,0.20,0.04
0.173,-0.10,-0.27,-0.12,0.11,0.21,0.04
0.177,-0.11,-0.28,-0.07,0.11,0.21,0.04
0.177,-0.11,-0.28,-0.07,0.12,0.22,0.04
0.181,-0.08,-0.28,-0.04,0.12,0.22,0.04
0.181,-0.08,-0.28,-0.04,0.13,0.23,0.04
0.181,-0.08,-0.28,-0.04,0.13,0.23,0.04
0.184,-0.06,-0.22,0.01,0.13,0.23,0.04
0.185,-0.06,-0.22,0.01,0.14,0.24,0.03
0.185,-0.06,-0.22,0.01,0.15,0.24,0.03
0.188,0.01,-0.17,0.12,0.15,0.24,0.03
0.188,0.01,-0.17,0.12,0.16,0.25,0.02
0.192,0.02,-0.09,0.13,0.16,0.25,0.02
0.193,0.02,-0.09,0.13,0.17,0.26,0.01
0.193,0.02,-0.09,0.13,0.18,0.27,0.01
0.197,-0.02,-0.10,0.10,0.18,0.27,0.01
0.197,-0.02,-0.10,0.10,0.18,0.28,0.01
0.201,-0.02,-0.10,0.10,0.19,0.30,-0.00
0.201,-0.02,-0.08,0.06,0.19,0.30,-0.00
0.201,-0.02,-0.08,0.06,0.20,0.31,-0.00
0.205,-0.02,-0.08,0.06,0.20,0.31,-0.01
0.205,0.00,-0.07,0.02,0.20,0.31,-0.01
0.209,-0.03,-0.06,-0.01,0.20,0.31,-0.01
0.209,-0.03,-0.06,-0.01,0.21,0.32,-0.01
0.209,-0.03,-0.06,-0.01,0.21,0.32,-0.01
0.213,-0.03,-0.06,-0.01,0.21,0.32,-0.02
0.213,0.02,-0.08,-0.04,0.21,0.32,-0.02
0.213,0.02,-0.08,-0.04,0.21,0.31,-0.02
0.218,0.02,-0.03,-0.09,0.21,0.31,-0.02
0.218,0.02,-0.03,-0.09,0.21,0.30,-0.02
0.221,0.02,-0.03,-0.09,0.21,0.29,-0.03
0.221,0.02,-0.02,-0.12,0.21,0.29,-0.03
0.221,0.02,-0.02,-0.12,0.21,0.28,-0.03
0.225,0.02,-0.02,-0.12,0.21,0.27,-0.02
0.225,-0.03,-0.04,-0.14,0.21,0.27,-0.02
0.229,-0.07,-0.09,-0.19,0.21,0.27,-0.02
0.229,-0.07,-0.09,-0.19,0.21,0.26,-0.02
0.229,-0.07,-0.09,-0.19,0.21,0.26,-0.02
0.233,-0.02,-0.11,-0.21,0.21,0.26,-0.02
0.233,-0.02,-0.11,-0.21,0.21,0.25,-0.02
0.233,-0.02,-0.11,-0.21,0.20,0.24,-0.01
0.237,0.02,-0.09,-0.22,0.20,0.24,-0.01
0.237,0.02,-0.09,-0.22,0.20,0.22,-0.01
0.241,0.02,-0.09,-0.22,0.20,0.21,-0.01
0.241,0.01,-0.07,-0.20,0.20,0.21,-0.01
0.242,0.01,-0.07,-0.20,0.19,0.20,-0.00
0.245,0.01,-0.07,-0.20,0.19,0.18,0.00
0.246,-0.06,-0.08,-0.21,0.19,0.18,0.00
0.249,-0.09,-0.07,-0.24,0.19,0.18,0.00
0.249,-0.09,-0.07,-0.24,0.19,0.16,0.01
0.249,-0.09,-0.07,-0.24,0.18,0.14,0.01
0.252,-0.16,-0.09,-0.26,0.18,0.14,0.01
0.253,-0.16,-0.09,-0.26,0.18,0.12,0.02
0.254,-0.16,-0.09,-0.26,0.17,0.10,0.03
0.257,-0.22,-0.17,-0.37,0.17,0.10,0.03
0.258,-0.22,-0.17,-0.37,0.17,0.07,0.03
0.261,-0.22,-0.17,-0.37,0.16,0.04,0.04
0.262,-0.19,-0.21,-0.38,0.16,0.04,0.04
0.262,-0.19,-0.21,-0.38,0.15,0.02,0.04
0.265,-0.19,-0.21,-0.38,0.15,-0.01,0.04
0.265,-0.17,-0.27,-0.34,0.15,-0.01,0.04
0.268,-0.14,-0.31,-0.32,0.15,-0.01,0.04
0.269,-0.14,-0.31,-0.32,0.15,-0.04,0.04
0.293,-0.14,-0.31,-0.32,0.15,-0.07,0.04
0.293,-0.11,-0.31,-0.26,0.15,-0.07,0.04
0.293,-0.11,-0.31,-0.26,0.15,-0.09,0.03
0.294,-0.11,-0.31,-0.26,0.16,-0.12,0.03
0.294,-0.10,-0.27,-0.20,0.16,-0.12,0.03
0.294,-0.10,-0.27,-0.20,0.17,-0.14,0.02
0.294,-0.10,-0.27,-0.20,0.18,-0.16,0.01
0.294,-0.07,-0.21,-0.06,0.18,-0.16,0.01
0.295,-0.07,-0.21,-0.06,0.20,-0.17,0.01
0.295,-0.07,-0.21,-0.06,0.22,-0.17,-0.00
0.295,0.03,-0.18,0.10,0.22,-0.17,-0.00
0.295,0.09,-0.09,0.31,0.22,-0.17,-0.00
0.295,0.09,-0.09,0.31,0.24,-0.17,-0.01
0.296,0.09,-0.09,0.31,0.26,-0.17,-0.03
0.296,0.23,-0.05,0.41,0.26,-0.17,-0.03
0.296,0.23,-0.05,0.41,0.29,-0.16,-0.04
0.296,0.23,-0.05,0.41,0.31,-0.15,-0.05
0.296,0.28,-0.06,0.50,0.31,-0.15,-0.05
0.297,0.28,-0.06,0.50,0.34,-0.13,-0.06
0.299,0.21,-0.01,0.50,0.34,-0.13,-0.06
0.299,0.21,-0.01,0.50,0.36,-0.10,-0.07
0.311,0.21,-0.01,0.50,0.38,-0.08,-0.08
0.312,0.19,-0.01,0.52,0.38,-0.08,-0.08
0.312,0.19,-0.01,0.52,0.40,-0.06,-0.09
0.312,0.19,-0.01,0.52,0.42,-0.04,-0.09
0.312,0.18,0.01,0.48,0.42,-0.04,-0.09
0.312,0.18,0.01,0.48,0.43,-0.02,-0.09
0.312,0.20,0.02,0.39,0.43,-0.02,-0.09
0.312,0.20,0.02,0.39,0.44,0.00,-0.10
0.314,0.20,0.02,0.39,0.44,0.02,-0.10
0.315,0.20,0.02,0.39,0.45,0.03,-0.10
0.315,0.21,-0.04,0.24,0.45,0.03,-0.10
0.319,0.21,-0.04,0.24,0.44,0.05,-0.10
0.32,0.29,-0.06,0.18,0.44,0.05,-0.10
0.322,0.32,-0.10,0.14,0.44,0.05,-0.10
0.328,0.16,-0.08,0.14,0.44,0.05,-0.10
0.329,0.16,-0.08,0.14,0.44,0.06,-0.10
0.329,0.16,-0.08,0.14,0.44,0.07,-0.10
0.329,0.16,-0.08,0.14,0.43,0.08,-0.09
0.33,0.16,-0.08,0.14,0.43,0.08,-0.09
0.33,0.06,-0.06,0.11,0.43,0.08,-0.09
0.331,0.06,-0.06,0.11,0.42,0.09,-0.08
0.336,0.06,-0.06,0.11,0.41,0.10,-0.07
0.336,-0.03,-0.05,0.09,0.41,0.10,-0.07
0.338,-0.03,-0.05,0.09,0.40,0.11,-0.06
0.339,-0.03,-0.05,0.09,0.40,0.13,-0.05
0.339,-0.08,-0.01,0.10,0.40,0.13,-0.05
0.343,-0.08,-0.01,0.10,0.39,0.14,-0.04
0.343,-0.08,-0.01,0.10,0.38,0.16,-0.04
0.343,-0.04,0.03,0.10,0.38,0.16,-0.04
0.347,-0.04,0.03,0.10,0.37,0.17,-0.03
0.348,0.01,0.12,0.14,0.37,0.17,-0.03
0.35,0.01,0.12,0.14,0.37,0.17,-0.03
0.352,0.01,0.18,0.19,0.37,0.17,-0.03
0.352,0.01,0.18,0.19,0.36,0.17,-0.02
0.355,0.01,0.18,0.19,0.35,0.17,-0.02
0.355,-0.03,0.20,0.19,0.35,0.17,-0.02
0.364,-0.03,0.20,0.19,0.35,0.17,-0.02
0.364,-0.03,0.20,0.19,0.34,0.18,-0.01
0.364,-0.04,0.22,0.14,0.34,0.18,-0.01
0.364,-0.04,0.22,0.14,0.33,0.18,-0.01
0.365,-0.10,0.19,0.11,0.33,0.18,-0.01
0.365,-0.10,0.19,0.11,0.33,0.18,-0.01
0.367,-0.16,0.25,0.08,0.33,0.18,-0.01
0.367,-0.16,0.25,0.08,0.32,0.19,-0.00
0.373,-0.16,0.25,0.08,0.31,0.19,0.00
0.374,-0.20,0.19,-0.01,0.31,0.19,0.00
0.374,-0.20,0.19,-0.01,0.30,0.19,0.00
0.376,-0.20,0.19,-0.01,0.29,0.19,0.00
0.376,-0.22,0.17,-0.10,0.29,0.19,0.00
0.379,-0.22,0.17,-0.10,0.28,0.18,0.00
0.379,-0.22,0.17,-0.10,0.27,0.17,0.00
0.379,-0.19,0.14,-0.22,0.27,0.17,0.00
0.383,-0.19,0.14,-0.22,0.26,0.15,-0.00
0.383,-0.23,0.08,-0.29,0.26,0.15,-0.00
0.383,-0.23,0.08,-0.29,0.24,0.13,-0.01
0.388,-0.22,0.08,-0.34,0.24,0.13,-0.01
0.388,-0.22,0.08,-0.34,0.24,0.11,-0.01
0.391,-0.22,0.08,-0.34,0.23,0.10,-0.01
0.391,-0.22,0.08,-0.34,0.22,0.07,-0.01
0.392,-0.25,-0.02,-0.32,0.22,0.07,-0.01
0.395,-0.25,-0.02,-0.32,0.22,0.05,-0.02
0.395,-0.24,-0.12,-0.31,0.22,0.05,-0.02
0.396,-0.24,-0.12,-0.31,0.21,0.04,-0.02
0.399,-0.24,-0.12,-0.31,0.21,0.01,-0.03
0.4,-0.18,-0.15,-0.29,0.21,0.01,-0.03
0.403,-0.20,-0.22,-0.35,0.21,0.01,-0.03
0.403,-0.20,-0.22,-0.35,0.21,-0.00,-0.03
0.404,-0.20,-0.22,-0.35,0.21,-0.02,-0.04
0.408,-0.22,-0.30,-0.37,0.21,-0.02,-0.04
0.408,-0.22,-0.30,-0.37,0.21,-0.03,-0.04
0.411,-0.22,-0.30,-0.37,0.20,-0.05,-0.04
0.411,-0.27,-0.33,-0.45,0.20,-0.05,-0.04
0.412,-0.27,-0.33,-0.45,0.20,-0.06,-0.04
0.415,-0.27,-0.33,-0.45,0.21,-0.08,-0.05
0.415,-0.25,-0.36,-0.47,0.21,-0.08,-0.05
0.422,-0.25,-0.36,-0.47,0.21,-0.09,-0.05
0.422,-0.25,-0.36,-0.47,0.21,-0.11,-0.05
0.423,-0.26,-0.34,-0.49,0.21,-0.11,-0.05
0.423,-0.26,-0.34,-0.49,0.21,-0.13,-0.05
0.423,-0.26,-0.34,-0.49,0.21,-0.16,-0.06
0.447,-0.29,-0.37,-0.47,0.21,-0.16,-0.06
0.447,-0.30,-0.33,-0.40,0.21,-0.16,-0.06
0.447,-0.30,-0.33,-0.40,0.22,-0.19,-0.06
0.447,-0.30,-0.33,-0.40,0.22,-0.21,-0.06
0.447,-0.30,-0.33,-0.40,0.23,-0.23,-0.07
0.448,-0.28,-0.33,-0.29,0.23,-0.23,-0.07
0.448,-0.28,-0.33,-0.29,0.25,-0.25,-0.08
0.448,-0.26,-0.33,-0.16,0.25,-0.25,-0.08
0.448,-0.26,-0.33,-0.16,0.26,-0.26,-0.08
0.448,-0.26,-0.33,-0.16,0.28,-0.27,-0.10
0.448,-0.21,-0.32,-0.02,0.28,-0.27,-0.10
0.448,-0.21,-0.32,-0.02,0.30,-0.27,-0.11
0.448,-0.13,-0.29,0.14,0.30,-0.27,-0.11
0.449,-0.13,-0.29,0.14,0.32,-0.27,-0.12
0.449,-0.13,-0.29,0.14,0.34,-0.26,-0.14
0.449,0.03,-0.26,0.27,0.34,-0.26,-0.14
0.451,0.03,-0.26,0.27,0.37,-0.25,-0.16
0.451,0.15,-0.26,0.44,0.37,-0.25,-0.16
0.452,0.15,-0.26,0.44,0.40,-0.23,-0.17
0.455,0.15,-0.26,0.44,0.42,-0.21,-0.18
0.466,0.20,-0.31,0.56,0.42,-0.21,-0.18
0.466,0.20,-0.31,0.56,0.45,-0.18,-0.19
0.466,0.20,-0.31,0.56,0.47,-0.16,-0.20
0.466,0.13,-0.32,0.56,0.47,-0.16,-0.20
0.467,0.13,-0.32,0.56,0.50,-0.14,-0.20
0.467,0.13,-0.32,0.56,0.51,-0.12,-0.20
0.467,-0.06,-0.32,0.52,0.51,-0.12,-0.20
0.467,-0.25,-0.25,0.34,0.51,-0.12,-0.20
0.467,-0.25,-0.25,0.34,0.52,-0.11,-0.19
0.472,-0.25,-0.25,0.34,0.53,-0.10,-0.19
0.473,-0.25,-0.25,0.34,0.54,-0.09,-0.20
0.473,-0.10,-0.20,0.29,0.54,-0.09,-0.20
0.474,-0.10,-0.20,0.29,0.55,-0.09,-0.21
0.474,0.20,-0.22,0.28,0.55,-0.09,-0.21
0.478,0.20,-0.22,0.28,0.56,-0.09,-0.21
0.479,0.20,-0.22,0.28,0.56,-0.08,-0.22
0.479,0.36,-0.33,0.34,0.56,-0.08,-0.22
0.484,0.36,-0.44,0.31,0.56,-0.08,-0.22
0.485,0.36,-0.44,0.31,0.57,-0.08,-0.22
0.485,0.36,-0.44,0.31,0.57,-0.06,-0.22
0.487,0.36,-0.44,0.31,0.57,-0.05,-0.22
0.487,0.23,-0.46,0.25,0.57,-0.05,-0.22
0.491,0.23,-0.46,0.25,0.56,-0.04,-0.22
0.491,0.15,-0.46,0.13,0.56,-0.04,-0.22
0.492,0.15,-0.46,0.13,0.55,-0.03,-0.21
0.493,0.15,-0.46,0.13,0.54,-0.02,-0.20
0.495,0.05,-0.45,-0.02,0.54,-0.02,-0.20
0.497,0.05,-0.45,-0.02,0.53,-0.02,-0.19
0.499,0.05,-0.45,-0.02,0.52,-0.02,-0.19
0.499,0.01,-0.40,-0.09,0.52,-0.02,-0.19
0.502,0.01,-0.40,-0.09,0.50,-0.02,-0.19
0.503,0.11,-0.35,-0.11,0.50,-0.02,-0.19
0.503,0.11,-0.35,-0.11,0.49,-0.03,-0.19
0.507,0.16,-0.35,-0.07,0.49,-0.03,-0.19
0.507,0.16,-0.35,-0.07,0.48,-0.05,-0.19
0.511,0.16,-0.35,-0.07,0.46,-0.07,-0.18
0.511,0.06,-0.39,-0.05,0.46,-0.07,-0.18
0.511,0.06,-0.39,-0.05,0.46,-0.09,-0.19
0.515,0.06,-0.39,-0.05,0.45,-0.12,-0.19
0.515,0.11,-0.42,-0.07,0.45,-0.12,-0.19
0.52,0.11,-0.42,-0.07,0.43,-0.15,-0.19
0.52,0.11,-0.42,-0.07,0.42,-0.18,-0.20
0.52,0.07,-0.42,-0.09,0.42,-0.18,-0.20
0.523,0.07,-0.42,-0.09,0.41,-0.21,-0.20
0.524,0.07,-0.42,-0.09,0.41,-0.24,-0.21
0.524,-0.04,-0.41,-0.17,0.41,-0.24,-0.21
0.527,0.01,-0.45,-0.12,0.41,-0.24,-0.21
0.527,0.01,-0.45,-0.12,0.40,-0.27,-0.22
0.531,0.01,-0.45,-0.12,0.40,-0.30,-0.23
0.531,0.03,-0.53,-0.04,0.40,-0.30,-0.23
0.531,0.03,-0.53,-0.04,0.40,-0.33,-0.24
0.539,0.03,-0.53,-0.04,0.40,-0.36,-0.25
0.539,-0.12,-0.61,-0.02,0.40,-0.36,-0.25
0.54,-0.12,-0.61,-0.02,0.41,-0.40,-0.26
0.54,-0.02,-0.71,0.01,0.41,-0.40,-0.26
0.54,-0.02,-0.71,0.01,0.42,-0.44,-0.28
0.544,-0.13,-0.83,0.01,0.42,-0.44,-0.28
0.544,-0.13,-0.83,0.01,0.42,-0.48,-0.29
0.545,-0.13,-0.83,0.01,0.43,-0.52,-0.31
0.548,-0.07,-0.87,0.01,0.43,-0.52,-0.31
0.548,-0.07,-0.87,0.01,0.44,-0.56,-0.33
0.551,-0.07,-0.87,0.01,0.45,-0.59,-0.36
0.551,0.14,-0.95,0.07,0.45,-0.59,-0.36
0.552,0.14,-0.95,0.07,0.47,-0.63,-0.38
0.556,0.14,-0.95,0.07,0.48,-0.67,-0.42
0.557,0.22,-1.00,0.11,0.48,-0.67,-0.42
0.559,0.22,-1.00,0.11,0.50,-0.70,-0.45
0.559,0.36,-0.97,0.12,0.50,-0.70,-0.45
0.56,0.36,-0.97,0.12,0.51,-0.72,-0.48
0.564,0.36,-0.97,0.12,0.53,-0.73,-0.52
0.564,0.36,-0.97,0.12,0.54,-0.74,-0.55
0.564,0.37,-0.90,-0.00,0.54,-0.74,-0.55
0.568,0.37,-0.90,-0.00,0.55,-0.74,-0.57
0.568,0.36,-0.77,-0.14,0.55,-0.74,-0.57
0.571,0.36,-0.77,-0.14,0.56,-0.74,-0.60
0.572,0.14,-0.64,-0.27,0.56,-0.74,-0.60
0.572,0.14,-0.64,-0.27,0.56,-0.73,-0.62
0.575,0.14,-0.64,-0.27,0.57,-0.72,-0.63
0.576,0.09,-0.50,-0.27,0.57,-0.72,-0.63
0.602,0.09,-0.50,-0.27,0.58,-0.71,-0.64
0.602,0.09,-0.50,-0.27,0.58,-0.71,-0.66
0.602,-0.00,-0.40,-0.28,0.58,-0.71,-0.66
0.603,-0.00,-0.40,-0.28,0.58,-0.71,-0.66
0.603,-0.03,-0.27,-0.34,0.58,-0.71,-0.66
0.603,-0.03,-0.27,-0.34,0.59,-0.70,-0.67
0.603,-0.15,-0.24,-0.38,0.59,-0.70,-0.67
0.604,-0.15,-0.24,-0.38,0.59,-0.70,-0.68
0.604,-0.15,-0.24,-0.38,0.59,-0.71,-0.69
0.604,-0.06,-0.22,-0.26,0.59,-0.71,-0.69
0.604,-0.06,-0.22,-0.26,0.60,-0.71,-0.69
0.604,-0.06,-0.22,-0.26,0.61,-0.72,-0.70
0.604,-0.12,-0.24,-0.12,0.61,-0.72,-0.70
0.605,-0.12,-0.24,-0.12,0.62,-0.73,-0.71
0.605,-0.13,-0.26,0.02,0.62,-0.73,-0.71
0.605,-0.13,-0.26,0.02,0.64,-0.74,-0.72
0.605,-0.08,-0.30,0.11,0.64,-0.74,-0.72
0.605,-0.08,-0.30,0.11,0.65,-0.75,-0.73
0.605,-0.08,-0.30,0.11,0.67,-0.75,-0.75
0.608,-0.03,-0.34,0.14,0.67,-0.75,-0.75
0.608,-0.03,-0.34,0.14,0.69,-0.75,-0.76
0.621,-0.03,-0.34,0.14,0.70,-0.75,-0.77
0.622,-0.01,-0.30,0.18,0.70,-0.75,-0.77
0.622,-0.01,-0.30,0.18,0.72,-0.75,-0.78
0.622,-0.01,-0.30,0.18,0.73,-0.75,-0.80
0.622,0.17,-0.20,0.18,0.73,-0.75,-0.80
0.622,0.17,-0.20,0.18,0.74,-0.75,-0.81
0.623,0.17,-0.20,0.18,0.76,-0.74,-0.83
0.623,0.24,-0.08,0.14,0.76,-0.74,-0.83
0.626,0.24,-0.08,0.14,0.77,-0.73,-0.84
0.626,0.25,0.07,0.14,0.77,-0.73,-0.84
0.626,0.25,0.07,0.14,0.78,-0.72,-0.85
0.628,0.33,0.18,0.16,0.78,-0.72,-0.85
0.629,0.33,0.18,0.16,0.79,-0.71,-0.86
0.63,0.33,0.18,0.16,0.80,-0.69,-0.87
0.63,0.33,0.18,0.16,0.81,-0.68,-0.88
0.631,0.55,0.27,0.22,0.81,-0.68,-0.88
0.635,0.55,0.27,0.22,0.82,-0.68,-0.89
0.638,0.75,0.31,0.27,0.82,-0.68,-0.89
0.64,0.75,0.31,0.27,0.83,-0.67,-0.90
0.64,0.92,0.37,0.34,0.83,-0.67,-0.90
0.64,0.92,0.37,0.34,0.83,-0.67,-0.90
0.643,0.92,0.37,0.34,0.84,-0.66,-0.91
0.644,0.92,0.37,0.34,0.85,-0.65,-0.91
0.644,0.97,0.36,0.28,0.85,-0.65,-0.91
0.647,0.99,0.40,0.15,0.85,-0.65,-0.91
0.647,0.99,0.40,0.15,0.85,-0.62,-0.91
0.65,0.99,0.40,0.15,0.85,-0.60,-0.91
0.65,0.92,0.43,0.13,0.85,-0.60,-0.91
0.651,0.92,0.43,0.13,0.86,-0.56,-0.91
0.655,0.92,0.43,0.13,0.86,-0.52,-0.90
0.656,0.93,0.45,0.33,0.86,-0.52,-0.90
0.659,0.93,0.45,0.33,0.88,-0.46,-0.90
0.659,0.93,0.45,0.33,0.90,-0.41,-0.89
0.66,1.07,0.36,0.66,0.90,-0.41,-0.89
0.663,1.07,0.36,0.66,0.92,-0.38,-0.88
0.663,1.07,0.36,0.66,0.94,-0.36,-0.86
0.663,0.79,0.37,0.54,0.94,-0.36,-0.86
0.667,0.57,0.41,0.46,0.94,-0.36,-0.86
0.667,0.57,0.41,0.46,0.95,-0.34,-0.85
0.67,0.57,0.41,0.46,0.96,-0.34,-0.83
0.671,0.54,0.47,0.34,0.96,-0.34,-0.83
0.671,0.54,0.47,0.34,0.97,-0.34,-0.81
0.675,0.54,0.47,0.34,0.97,-0.35,-0.80
0.675,0.55,0.51,0.15,0.97,-0.35,-0.80
0.679,0.55,0.51,0.15,0.97,-0.36,-0.79
0.68,0.56,0.58,-0.02,0.97,-0.36,-0.79
0.68,0.56,0.58,-0.02,0.97,-0.38,-0.78
0.683,0.56,0.58,-0.02,0.96,-0.40,-0.77
0.683,0.53,0.58,-0.22,0.96,-0.40,-0.77
0.683,0.53,0.58,-0.22,0.96,-0.43,-0.77
0.687,0.53,0.58,-0.22,0.95,-0.46,-0.77
