
time,ax,ay,az,wx,wy,wz
0.196,-0.63,0.02,0.39,-0.48,-0.14,0.37
0.201,-0.53,0.03,0.46,-0.48,-0.14,0.37
0.201,-0.53,0.03,0.46,-0.46,-0.14,0.39
0.201,-0.53,0.03,0.46,-0.44,-0.14,0.40
0.205,-0.53,0.03,0.46,-0.42,-0.14,0.42
0.205,-0.53,0.03,0.46,-0.41,-0.14,0.42
0.206,-0.42,0.08,0.52,-0.41,-0.14,0.42
0.208,-0.26,0.07,0.53,-0.41,-0.14,0.42
0.208,-0.26,0.07,0.53,-0.39,-0.14,0.43
0.212,-0.26,0.07,0.53,-0.37,-0.13,0.44
0.212,-0.10,0.07,0.52,-0.37,-0.13,0.44
0.213,-0.10,0.07,0.52,-0.35,-0.12,0.44
0.216,0.08,0.07,0.50,-0.35,-0.12,0.44
0.216,0.08,0.07,0.50,-0.34,-0.11,0.43
0.222,0.26,0.02,0.41,-0.34,-0.11,0.43
0.222,0.26,0.02,0.41,-0.33,-0.10,0.43
0.222,0.26,0.02,0.41,-0.32,-0.08,0.42
0.225,0.40,-0.01,0.30,-0.32,-0.08,0.42
0.225,0.40,-0.01,0.30,-0.32,-0.06,0.41
0.225,0.40,-0.01,0.30,-0.32,-0.04,0.39
0.228,0.51,-0.09,0.14,-0.32,-0.04,0.39
0.229,0.51,-0.09,0.14,-0.33,-0.01,0.38
0.232,0.53,-0.13,-0.05,-0.33,-0.01,0.38
0.232,0.53,-0.13,-0.05,-0.34,0.03,0.36
0.232,0.53,-0.13,-0.05,-0.37,0.06,0.34
0.237,0.51,-0.21,-0.29,-0.37,0.06,0.34
0.238,0.51,-0.21,-0.29,-0.39,0.10,0.32
0.24,0.51,-0.21,-0.29,-0.42,0.13,0.30
0.24,0.45,-0.27,-0.47,-0.42,0.13,0.30
0.24,0.45,-0.27,-0.47,-0.46,0.16,0.28
0.245,0.45,-0.27,-0.47,-0.49,0.19,0.26
0.246,0.33,-0.29,-0.65,-0.49,0.19,0.26
0.246,0.33,-0.29,-0.65,-0.53,0.21,0.25
0.248,0.19,-0.27,-0.75,-0.53,0.21,0.25
0.249,0.19,-0.27,-0.75,-0.57,0.22,0.24
0.252,0.02,-0.25,-0.80,-0.57,0.22,0.24
0.252,0.02,-0.25,-0.80,-0.61,0.24,0.23
0.252,0.02,-0.25,-0.80,-0.65,0.25,0.23
0.256,-0.19,-0.20,-0.78,-0.65,0.25,0.23
0.256,-0.19,-0.20,-0.78,-0.69,0.25,0.24
0.26,-0.19,-0.20,-0.78,-0.73,0.26,0.25
0.261,-0.33,-0.15,-0.73,-0.73,0.26,0.25
0.262,-0.33,-0.15,-0.73,-0.76,0.26,0.26
0.265,-0.47,-0.11,-0.60,-0.76,0.26,0.26
0.265,-0.47,-0.11,-0.60,-0.79,0.25,0.27
0.265,-0.47,-0.11,-0.60,-0.82,0.25,0.29
0.268,-0.58,-0.05,-0.43,-0.82,0.25,0.29
0.271,-0.58,-0.05,-0.43,-0.83,0.24,0.31
0.272,-0.58,-0.05,-0.43,-0.84,0.24,0.34
0.272,-0.63,-0.08,-0.24,-0.84,0.24,0.34
0.272,-0.63,-0.08,-0.24,-0.86,0.23,0.36
0.276,-0.63,-0.02,-0.03,-0.86,0.23,0.36
0.276,-0.63,-0.02,-0.03,-0.86,0.21,0.38
0.28,-0.61,0.02,0.19,-0.86,0.21,0.38
0.28,-0.61,0.02,0.19,-0.85,0.20,0.41
0.281,-0.61,0.02,0.19,-0.84,0.18,0.43
0.289,-0.59,0.06,0.45,-0.84,0.18,0.43
0.289,-0.59,0.06,0.45,-0.83,0.15,0.45
0.29,-0.59,0.06,0.45,-0.81,0.13,0.47
0.29,-0.50,0.10,0.71,-0.81,0.13,0.47
0.291,-0.50,0.10,0.71,-0.78,0.11,0.49
0.293,-0.40,0.16,0.94,-0.78,0.11,0.49
0.294,-0.40,0.16,0.94,-0.74,0.09,0.51
0.294,-0.40,0.16,0.94,-0.71,0.07,0.52
0.296,-0.28,0.18,1.15,-0.71,0.07,0.52
0.319,-0.28,0.18,1.15,-0.66,0.05,0.53
0.319,-0.16,0.21,1.26,-0.66,0.05,0.53
0.319,-0.16,0.21,1.26,-0.62,0.04,0.54
0.319,-0.16,0.21,1.26,-0.58,0.04,0.55
0.32,0.02,0.24,1.34,-0.58,0.04,0.55
0.32,0.02,0.24,1.34,-0.53,0.03,0.56
0.32,0.02,0.24,1.34,-0.48,0.03,0.56
0.32,0.16,0.28,1.31,-0.48,0.03,0.56
0.32,0.16,0.28,1.31,-0.44,0.04,0.55
0.32,0.34,0.27,1.24,-0.44,0.04,0.55
0.32,0.34,0.27,1.24,-0.40,0.04,0.55
0.32,0.34,0.27,1.24,-0.36,0.05,0.54
0.321,0.45,0.23,1.07,-0.36,0.05,0.54
0.321,0.45,0.23,1.07,-0.33,0.07,0.52
0.321,0.57,0.16,0.82,-0.33,0.07,0.52
0.321,0.57,0.16,0.82,-0.31,0.09,0.51
0.321,0.57,0.16,0.82,-0.30,0.11,0.48
0.325,0.60,0.06,0.52,-0.30,0.11,0.48
0.325,0.60,0.06,0.52,-0.30,0.14,0.46
0.328,0.59,0.01,0.20,-0.30,0.14,0.46
0.329,0.59,0.01,0.20,-0.30,0.17,0.44
0.329,0.59,0.01,0.20,-0.31,0.19,0.42
0.333,0.57,-0.03,-0.10,-0.31,0.19,0.42
0.333,0.57,-0.03,-0.10,-0.32,0.21,0.40
0.333,0.57,-0.03,-0.10,-0.34,0.23,0.38
0.335,0.48,-0.05,-0.30,-0.34,0.23,0.38
0.339,0.48,-0.05,-0.30,-0.37,0.24,0.36
0.344,0.37,-0.05,-0.45,-0.37,0.24,0.36
0.346,0.37,-0.05,-0.45,-0.40,0.26,0.35
0.347,0.37,-0.05,-0.45,-0.43,0.27,0.34
0.347,0.37,-0.05,-0.45,-0.46,0.29,0.34
0.353,0.22,-0.04,-0.52,-0.46,0.29,0.34
0.353,0.22,-0.04,-0.52,-0.50,0.31,0.34
0.353,0.22,-0.04,-0.52,-0.54,0.34,0.34
0.355,0.22,-0.04,-0.52,-0.57,0.38,0.34
0.355,0.09,-0.06,-0.59,-0.57,0.38,0.34
0.355,0.09,-0.06,-0.59,-0.61,0.42,0.34
0.355,0.00,-0.13,-0.64,-0.61,0.42,0.34
0.357,-0.11,-0.25,-0.70,-0.61,0.42,0.34
0.357,-0.11,-0.25,-0.70,-0.66,0.46,0.34
0.36,-0.21,-0.36,-0.75,-0.66,0.46,0.34
0.361,-0.21,-0.36,-0.75,-0.70,0.51,0.35
0.361,-0.21,-0.36,-0.75,-0.74,0.56,0.35
0.365,-0.26,-0.46,-0.79,-0.74,0.56,0.35
0.365,-0.26,-0.46,-0.79,-0.78,0.60,0.35
0.366,-0.36,-0.49,-0.79,-0.78,0.60,0.35
0.367,-0.36,-0.49,-0.79,-0.83,0.64,0.35
0.368,-0.36,-0.49,-0.79,-0.87,0.68,0.36
0.372,-0.50,-0.51,-0.75,-0.87,0.68,0.36
0.373,-0.50,-0.51,-0.75,-0.91,0.71,0.37
0.373,-0.50,-0.51,-0.75,-0.94,0.74,0.38
0.376,-0.62,-0.47,-0.70,-0.94,0.74,0.38
0.376,-0.62,-0.47,-0.70,-0.97,0.77,0.39
0.381,-0.62,-0.47,-0.70,-1.00,0.79,0.41
0.381,-0.75,-0.45,-0.60,-1.00,0.79,0.41
0.381,-0.75,-0.45,-0.60,-1.03,0.81,0.43
0.384,-0.86,-0.40,-0.52,-1.03,0.81,0.43
0.385,-0.86,-0.40,-0.52,-1.05,0.83,0.45
0.388,-0.86,-0.40,-0.52,-1.07,0.85,0.46
0.389,-0.95,-0.36,-0.48,-1.07,0.85,0.46
0.389,-0.95,-0.36,-0.48,-1.09,0.86,0.49
0.392,-0.97,-0.30,-0.43,-1.09,0.86,0.49
0.393,-0.97,-0.30,-0.43,-1.11,0.88,0.51
0.393,-0.97,-0.30,-0.43,-1.12,0.89,0.53
0.396,-0.93,-0.25,-0.35,-1.12,0.89,0.53
0.396,-0.93,-0.25,-0.35,-1.13,0.89,0.55
0.4,-0.93,-0.25,-0.35,-1.14,0.89,0.57
0.401,-0.93,-0.25,-0.35,-1.15,0.89,0.59
0.401,-0.88,-0.23,-0.30,-1.15,0.89,0.59
0.404,-0.81,-0.19,-0.25,-1.15,0.89,0.59
0.405,-0.81,-0.19,-0.25,-1.15,0.89,0.61
0.408,-0.68,-0.16,-0.18,-1.15,0.89,0.61
0.409,-0.68,-0.16,-0.18,-1.15,0.88,0.63
0.409,-0.68,-0.16,-0.18,-1.16,0.87,0.64
0.412,-0.68,-0.16,-0.18,-1.16,0.85,0.65
0.413,-0.55,-0.12,-0.10,-1.16,0.85,0.65
0.413,-0.55,-0.12,-0.10,-1.16,0.84,0.66
0.416,-0.42,-0.06,-0.07,-1.16,0.84,0.66
0.416,-0.42,-0.06,-0.07,-1.15,0.83,0.67
0.42,-0.42,-0.06,-0.07,-1.15,0.81,0.68
0.422,-0.31,-0.03,-0.09,-1.15,0.81,0.68
0.422,-0.31,-0.03,-0.09,-1.14,0.80,0.69
0.425,-0.21,-0.04,-0.02,-1.14,0.80,0.69
0.425,-0.21,-0.04,-0.02,-1.14,0.78,0.69
0.428,-0.11,-0.03,0.02,-1.14,0.78,0.69
0.428,-0.11,-0.03,0.02,-1.13,0.77,0.69
0.429,-0.11,-0.03,0.02,-1.13,0.76,0.69
0.432,0.01,-0.07,0.03,-1.13,0.76,0.69
0.432,0.01,-0.07,0.03,-1.13,0.76,0.68
0.433,0.01,-0.07,0.03,-1.13,0.77,0.68
0.436,0.10,-0.12,-0.01,-1.13,0.77,0.68
0.436,0.10,-0.12,-0.01,-1.14,0.78,0.67
0.44,0.10,-0.12,-0.01,-1.15,0.81,0.66
0.44,0.16,-0.13,-0.02,-1.15,0.81,0.66
0.441,0.16,-0.13,-0.02,-1.16,0.83,0.64
0.445,0.19,-0.14,-0.06,-1.16,0.83,0.64
0.445,0.19,-0.14,-0.06,-1.17,0.86,0.63
0.448,0.19,-0.14,-0.04,-1.17,0.86,0.63
0.448,0.19,-0.14,-0.04,-1.19,0.89,0.62
0.449,0.19,-0.14,-0.04,-1.20,0.92,0.61
0.47,0.19,-0.14,-0.04,-1.22,0.96,0.60
0.47,0.20,-0.11,0.00,-1.22,0.96,0.60
0.471,0.20,-0.11,0.00,-1.24,1.00,0.59
0.471,0.19,-0.12,0.03,-1.24,1.00,0.59
0.471,0.19,-0.12,0.03,-1.26,1.04,0.58
0.472,0.19,-0.12,0.03,-1.29,1.09,0.58
0.472,0.15,-0.14,0.06,-1.29,1.09,0.58
0.472,0.15,-0.14,0.06,-1.31,1.14,0.57
0.473,0.14,-0.12,0.07,-1.31,1.14,0.57
0.473,0.14,-0.12,0.07,-1.33,1.18,0.57
0.473,0.14,-0.12,0.07,-1.35,1.22,0.58
0.473,0.14,-0.12,0.07,-1.37,1.26,0.58
0.474,0.12,-0.11,0.08,-1.37,1.26,0.58
0.474,0.02,-0.09,0.12,-1.37,1.26,0.58
0.474,0.02,-0.09,0.12,-1.39,1.29,0.59
0.475,0.02,-0.09,0.12,-1.40,1.32,0.60
0.476,-0.05,-0.03,0.20,-1.40,1.32,0.60
0.477,-0.05,-0.03,0.20,-1.42,1.34,0.61
0.48,-0.05,-0.03,0.20,-1.42,1.36,0.63
0.48,-0.09,0.03,0.33,-1.42,1.36,0.63
0.48,-0.09,0.03,0.33,-1.43,1.37,0.65
0.484,-0.07,0.16,0.51,-1.43,1.37,0.65
0.484,-0.07,0.16,0.51,-1.42,1.37,0.66
0.487,-0.00,0.25,0.73,-1.42,1.37,0.66
0.488,-0.00,0.25,0.73,-1.41,1.36,0.68
0.488,-0.00,0.25,0.73,-1.40,1.35,0.70
0.492,0.12,0.34,1.01,-1.40,1.35,0.70
0.493,0.12,0.34,1.01,-1.38,1.33,0.71
0.493,0.12,0.34,1.01,-1.35,1.29,0.73
0.496,0.19,0.45,1.32,-1.35,1.29,0.73
0.496,0.19,0.45,1.32,-1.31,1.26,0.74
0.5,0.19,0.45,1.32,-1.27,1.21,0.76
0.5,0.29,0.51,1.65,-1.27,1.21,0.76
0.501,0.29,0.51,1.65,-1.22,1.16,0.77
0.506,0.29,0.51,1.65,-1.16,1.10,0.77
0.507,0.44,0.61,1.96,-1.16,1.10,0.77
0.508,0.60,0.69,2.19,-1.16,1.10,0.77
0.508,0.60,0.69,2.19,-1.09,1.05,0.78
0.508,0.60,0.69,2.19,-1.02,0.99,0.78
0.512,0.79,0.73,2.33,-1.02,0.99,0.78
0.512,0.79,0.73,2.33,-0.94,0.95,0.78
0.512,0.79,0.73,2.33,-0.87,0.90,0.78
0.516,1.03,0.77,2.36,-0.87,0.90,0.78
0.516,1.03,0.77,2.36,-0.79,0.85,0.77
0.521,1.03,0.77,2.36,-0.71,0.80,0.76
0.522,1.03,0.77,2.36,-0.63,0.75,0.75
0.522,1.18,0.82,2.32,-0.63,0.75,0.75
0.524,1.35,0.85,2.20,-0.63,0.75,0.75
0.524,1.35,0.85,2.20,-0.56,0.69,0.74
0.528,1.52,0.86,1.97,-0.56,0.69,0.74
0.528,1.52,0.86,1.97,-0.50,0.64,0.72
0.529,1.52,0.86,1.97,-0.43,0.57,0.70
0.532,1.52,0.86,1.97,-0.38,0.51,0.68
0.532,1.59,0.86,1.69,-0.38,0.51,0.68
0.533,1.59,0.86,1.69,-0.34,0.45,0.65
0.536,1.62,0.83,1.37,-0.34,0.45,0.65
0.536,1.62,0.83,1.37,-0.30,0.40,0.63
0.54,1.62,0.79,1.01,-0.30,0.40,0.63
0.541,1.62,0.79,1.01,-0.27,0.35,0.61
0.541,1.62,0.79,1.01,-0.24,0.30,0.58
0.545,1.55,0.80,0.69,-0.24,0.30,0.58
0.545,1.55,0.80,0.69,-0.23,0.25,0.55
0.548,1.50,0.77,0.38,-0.23,0.25,0.55
0.548,1.50,0.77,0.38,-0.22,0.21,0.53
0.548,1.50,0.77,0.38,-0.21,0.17,0.50
0.553,1.50,0.77,0.38,-0.21,0.14,0.47
0.553,1.50,0.77,0.38,-0.22,0.12,0.44
0.554,1.41,0.72,0.09,-0.22,0.12,0.44
0.556,1.22,0.61,-0.18,-0.22,0.12,0.44
0.558,1.22,0.61,-0.18,-0.23,0.11,0.42
0.561,1.22,0.61,-0.18,-0.25,0.11,0.39
0.561,1.00,0.52,-0.40,-0.25,0.11,0.39
0.561,1.00,0.52,-0.40,-0.28,0.11,0.37
0.564,1.00,0.52,-0.40,-0.30,0.12,0.35
0.565,0.69,0.36,-0.55,-0.30,0.12,0.35
0.566,0.38,0.22,-0.66,-0.30,0.12,0.35
0.567,0.38,0.22,-0.66,-0.33,0.14,0.33
0.568,0.38,0.22,-0.66,-0.36,0.17,0.32
0.57,0.38,0.22,-0.66,-0.40,0.20,0.31
0.572,0.10,0.05,-0.68,-0.40,0.20,0.31
0.572,0.10,0.05,-0.68,-0.43,0.24,0.31
0.576,-0.19,-0.12,-0.65,-0.43,0.24,0.31
0.576,-0.19,-0.12,-0.65,-0.47,0.30,0.31
0.58,-0.19,-0.12,-0.65,-0.51,0.35,0.31
0.581,-0.45,-0.27,-0.68,-0.51,0.35,0.31
0.581,-0.45,-0.27,-0.68,-0.55,0.42,0.31
0.585,-0.45,-0.27,-0.68,-0.59,0.48,0.32
0.585,-0.65,-0.38,-0.70,-0.59,0.48,0.32
0.588,-0.65,-0.38,-0.70,-0.62,0.54,0.32
0.589,-0.65,-0.38,-0.70,-0.66,0.59,0.33
0.589,-0.81,-0.41,-0.75,-0.66,0.59,0.33
0.593,-0.94,-0.36,-0.73,-0.66,0.59,0.33
0.593,-0.94,-0.36,-0.73,-0.69,0.64,0.34
0.593,-0.94,-0.36,-0.73,-0.73,0.68,0.35
0.596,-1.00,-0.29,-0.65,-0.73,0.68,0.35
0.596,-1.00,-0.29,-0.65,-0.75,0.71,0.37
0.6,-1.00,-0.29,-0.65,-0.77,0.73,0.38
0.6,-0.97,-0.16,-0.49,-0.77,0.73,0.38
0.601,-0.97,-0.16,-0.49,-0.78,0.75,0.39
0.607,-0.91,-0.02,-0.36,-0.78,0.75,0.39
0.624,-0.91,-0.02,-0.36,-0.79,0.77,0.40
0.624,-0.91,-0.02,-0.36,-0.79,0.77,0.41
0.624,-0.91,-0.02,-0.36,-0.79,0.78,0.41
0.624,-0.79,0.13,-0.21,-0.79,0.78,0.41
0.625,-0.79,0.13,-0.21,-0.78,0.78,0.41
0.625,-0.79,0.13,-0.21,-0.76,0.77,0.41
0.625,-0.63,0.33,-0.06,-0.76,0.77,0.41
0.625,-0.63,0.33,-0.06,-0.75,0.77,0.41
0.625,-0.45,0.51,0.06,-0.75,0.77,0.41
0.626,-0.45,0.51,0.06,-0.73,0.76,0.40
0.626,-0.28,0.67,0.17,-0.73,0.76,0.40
0.626,-0.28,0.67,0.17,-0.70,0.75,0.39
0.627,-0.06,0.81,0.28,-0.70,0.75,0.39
0.627,-0.06,0.81,0.28,-0.67,0.74,0.38
0.627,-0.06,0.81,0.28,-0.64,0.73,0.36
0.628,0.15,0.88,0.40,-0.64,0.73,0.36
0.628,0.15,0.88,0.40,-0.61,0.72,0.35
0.631,0.15,0.88,0.40,-0.58,0.71,0.33
0.632,0.28,0.95,0.46,-0.58,0.71,0.33
0.632,0.28,0.95,0.46,-0.55,0.71,0.31
0.635,0.36,0.98,0.44,-0.55,0.71,0.31
0.636,0.36,0.98,0.44,-0.52,0.71,0.29
0.641,0.38,0.95,0.41,-0.52,0.71,0.29
0.641,0.38,0.95,0.41,-0.49,0.71,0.27
0.642,0.38,0.95,0.41,-0.46,0.71,0.26
0.644,0.38,0.95,0.41,-0.43,0.71,0.25
0.644,0.37,0.93,0.33,-0.43,0.71,0.25
0.648,0.32,0.91,0.24,-0.43,0.71,0.25
0.648,0.32,0.91,0.24,-0.41,0.71,0.23
0.648,0.32,0.91,0.24,-0.39,0.70,0.23
0.651,0.28,0.90,0.15,-0.39,0.70,0.23
0.652,0.28,0.90,0.15,-0.37,0.69,0.22
0.652,0.28,0.90,0.15,-0.35,0.68,0.22
0.655,0.17,0.93,0.06,-0.35,0.68,0.22
0.656,0.17,0.93,0.06,-0.33,0.66,0.23
0.66,0.17,0.93,0.06,-0.31,0.63,0.23
0.66,0.06,0.95,0.02,-0.31,0.63,0.23
0.66,0.06,0.95,0.02,-0.29,0.60,0.24
0.664,0.06,0.95,0.02,-0.28,0.56,0.25
0.664,-0.02,0.97,-0.04,-0.28,0.56,0.25
0.667,-0.07,0.97,-0.10,-0.28,0.56,0.25
0.668,-0.07,0.97,-0.10,-0.26,0.53,0.26
0.668,-0.07,0.97,-0.10,-0.25,0.49,0.27
0.672,-0.07,0.97,-0.10,-0.23,0.45,0.27
0.673,-0.01,0.95,-0.15,-0.23,0.45,0.27
0.673,-0.01,0.95,-0.15,-0.21,0.41,0.28
0.676,0.07,0.92,-0.15,-0.21,0.41,0.28
0.677,0.07,0.92,-0.15,-0.19,0.37,0.29
