
time,wx,wy,wz,ax,ay,az
23.404,-0.16,-0.13,-0.04,-0.22,-1.12,-1.05
23.413,-0.19,-0.15,-0.04,-0.22,-1.12,-1.05
23.414,-0.19,-0.15,-0.04,-0.24,-1.16,-0.93
23.415,-0.19,-0.15,-0.04,-0.31,-1.22,-0.82
23.416,-0.21,-0.16,-0.04,-0.31,-1.22,-0.82
23.419,-0.24,-0.18,-0.03,-0.31,-1.22,-0.82
23.421,-0.24,-0.18,-0.03,-0.32,-1.21,-0.66
23.422,-0.27,-0.20,-0.02,-0.32,-1.21,-0.66
23.423,-0.27,-0.20,-0.02,-0.35,-1.21,-0.44
23.439,-0.27,-0.20,-0.02,-0.40,-1.22,-0.31
23.442,-0.29,-0.21,-0.01,-0.40,-1.22,-0.31
23.443,-0.29,-0.21,-0.01,-0.42,-1.21,-0.04
23.446,-0.31,-0.23,0.00,-0.42,-1.21,-0.04
23.447,-0.31,-0.23,0.00,-0.41,-1.18,0.21
23.448,-0.32,-0.25,0.02,-0.41,-1.18,0.21
23.449,-0.33,-0.27,0.04,-0.41,-1.18,0.21
23.45,-0.33,-0.27,0.04,-0.42,-1.14,0.46
23.451,-0.32,-0.30,0.06,-0.42,-1.14,0.46
23.452,-0.32,-0.30,0.06,-0.43,-1.07,0.66
23.453,-0.31,-0.32,0.09,-0.43,-1.07,0.66
23.455,-0.31,-0.32,0.09,-0.38,-1.00,0.94
23.485,-0.29,-0.34,0.11,-0.38,-1.00,0.94
23.487,-0.29,-0.34,0.11,-0.36,-0.95,1.15
23.488,-0.29,-0.34,0.11,-0.30,-0.87,1.35
23.489,-0.27,-0.36,0.13,-0.30,-0.87,1.35
23.49,-0.24,-0.37,0.15,-0.30,-0.87,1.35
23.49,-0.24,-0.37,0.15,-0.24,-0.78,1.53
23.491,-0.21,-0.37,0.17,-0.24,-0.78,1.53
23.492,-0.21,-0.37,0.17,-0.20,-0.70,1.62
23.492,-0.21,-0.37,0.17,-0.16,-0.62,1.68
23.493,-0.18,-0.36,0.19,-0.16,-0.62,1.68
23.494,-0.15,-0.35,0.20,-0.16,-0.62,1.68
23.494,-0.15,-0.35,0.20,-0.08,-0.50,1.78
23.495,-0.12,-0.33,0.21,-0.08,-0.50,1.78
23.496,-0.12,-0.33,0.21,-0.01,-0.44,1.84
23.496,-0.12,-0.33,0.21,0.08,-0.34,1.87
23.498,-0.10,-0.30,0.22,0.08,-0.34,1.87
23.499,-0.07,-0.27,0.22,0.08,-0.34,1.87
23.5,-0.07,-0.27,0.22,0.18,-0.26,1.87
23.503,-0.07,-0.27,0.22,0.28,-0.18,1.84
23.505,-0.05,-0.23,0.21,0.28,-0.18,1.84
23.507,-0.03,-0.18,0.20,0.28,-0.18,1.84
23.508,-0.03,-0.18,0.20,0.40,-0.11,1.78
23.512,-0.01,-0.13,0.19,0.40,-0.11,1.78
23.513,-0.01,-0.13,0.19,0.51,-0.03,1.63
23.518,0.00,-0.08,0.17,0.51,-0.03,1.63
23.52,0.00,-0.08,0.17,0.58,0.03,1.48
23.522,0.00,-0.08,0.17,0.67,0.05,1.31
23.523,0.01,-0.03,0.14,0.67,0.05,1.31
23.527,0.01,-0.03,0.14,0.74,0.06,1.12
23.528,0.01,0.03,0.11,0.74,0.06,1.12
23.533,0.01,0.09,0.08,0.74,0.06,1.12
23.535,0.01,0.09,0.08,0.77,0.09,0.85
23.537,0.01,0.14,0.05,0.77,0.09,0.85
23.538,0.01,0.14,0.05,0.82,0.10,0.58
23.543,0.01,0.14,0.05,0.84,0.09,0.32
23.543,-0.00,0.18,0.02,0.84,0.09,0.32
23.547,-0.02,0.22,-0.01,0.84,0.09,0.32
23.548,-0.02,0.22,-0.01,0.83,0.11,0.07
23.553,-0.02,0.22,-0.01,0.83,0.12,-0.03
23.555,-0.03,0.24,-0.04,0.83,0.12,-0.03
23.558,-0.03,0.24,-0.04,0.87,0.11,-0.15
23.558,-0.04,0.25,-0.07,0.87,0.11,-0.15
23.563,-0.04,0.25,-0.07,0.82,0.11,-0.19
23.564,-0.05,0.24,-0.10,0.82,0.11,-0.19
23.579,-0.05,0.24,-0.10,0.81,0.10,-0.26
23.581,-0.05,0.23,-0.12,0.81,0.10,-0.26
23.582,-0.05,0.23,-0.12,0.85,0.11,-0.38
23.583,-0.04,0.22,-0.15,0.85,0.11,-0.38
23.585,-0.04,0.22,-0.15,0.85,0.09,-0.50
23.586,-0.03,0.20,-0.17,0.85,0.09,-0.50
23.588,-0.03,0.20,-0.17,0.84,0.10,-0.67
23.589,-0.03,0.18,-0.19,0.84,0.10,-0.67
23.591,-0.03,0.18,-0.19,0.83,0.06,-0.75
23.592,-0.03,0.16,-0.20,0.83,0.06,-0.75
23.593,-0.03,0.16,-0.20,0.83,0.08,-0.76
23.595,-0.03,0.13,-0.22,0.83,0.08,-0.76
23.62,-0.04,0.11,-0.23,0.83,0.08,-0.76
23.622,-0.04,0.11,-0.23,0.81,0.12,-0.89
23.623,-0.04,0.11,-0.23,0.81,0.08,-0.98
23.624,-0.05,0.09,-0.25,0.81,0.08,-0.98
23.624,-0.07,0.08,-0.27,0.81,0.08,-0.98
23.625,-0.07,0.08,-0.27,0.81,0.10,-0.95
23.626,-0.08,0.06,-0.29,0.81,0.10,-0.95
23.627,-0.08,0.06,-0.29,0.80,0.15,-0.99
23.628,-0.09,0.06,-0.31,0.80,0.15,-0.99
23.628,-0.09,0.06,-0.31,0.78,0.13,-0.97
23.629,-0.11,0.05,-0.33,0.78,0.13,-0.97
23.63,-0.11,0.05,-0.33,0.77,0.13,-0.99
23.631,-0.11,0.05,-0.33,0.77,0.10,-0.97
23.632,-0.12,0.04,-0.34,0.77,0.10,-0.97
23.633,-0.12,0.04,-0.34,0.72,0.04,-0.96
23.634,-0.14,0.03,-0.36,0.72,0.04,-0.96
23.638,-0.15,0.02,-0.38,0.72,0.04,-0.96
23.64,-0.15,0.02,-0.38,0.72,0.00,-0.92
23.643,-0.15,0.02,-0.38,0.68,-0.01,-0.79
23.644,-0.17,0.00,-0.39,0.68,-0.01,-0.79
23.648,-0.17,0.00,-0.39,0.63,-0.06,-0.76
23.651,-0.19,-0.01,-0.40,0.63,-0.06,-0.76
23.653,-0.19,-0.01,-0.40,0.58,-0.04,-0.69
23.654,-0.20,-0.03,-0.40,0.58,-0.04,-0.69
23.665,-0.20,-0.03,-0.40,0.54,-0.08,-0.60
23.669,-0.21,-0.05,-0.39,0.54,-0.08,-0.60
23.671,-0.21,-0.05,-0.39,0.50,-0.08,-0.43
23.672,-0.22,-0.07,-0.39,0.50,-0.08,-0.43
23.673,-0.22,-0.10,-0.39,0.50,-0.08,-0.43
23.674,-0.22,-0.10,-0.39,0.46,-0.05,-0.31
23.675,-0.22,-0.10,-0.39,0.42,-0.01,-0.18
23.676,-0.22,-0.13,-0.37,0.42,-0.01,-0.18
23.679,-0.22,-0.13,-0.37,0.43,0.06,-0.04
23.681,-0.21,-0.16,-0.36,0.43,0.06,-0.04
23.684,-0.21,-0.18,-0.36,0.43,0.06,-0.04
23.685,-0.21,-0.18,-0.36,0.47,0.11,0.07
23.688,-0.21,-0.18,-0.36,0.51,0.14,0.16
23.689,-0.20,-0.20,-0.35,0.51,0.14,0.16
23.693,-0.20,-0.20,-0.35,0.52,0.17,0.16
23.694,-0.19,-0.21,-0.35,0.52,0.17,0.16
23.699,-0.19,-0.21,-0.35,0.51,0.23,0.16
23.7,-0.18,-0.21,-0.35,0.51,0.23,0.16
23.703,-0.18,-0.21,-0.35,0.52,0.27,0.15
23.704,-0.18,-0.21,-0.36,0.52,0.27,0.15
23.709,-0.18,-0.21,-0.36,0.52,0.27,0.15
23.709,-0.18,-0.21,-0.36,0.52,0.29,0.13
23.725,-0.18,-0.21,-0.36,0.54,0.34,0.12
23.726,-0.19,-0.20,-0.37,0.54,0.34,0.12
23.739,-0.19,-0.20,-0.37,0.53,0.36,0.16
23.739,-0.20,-0.19,-0.37,0.53,0.36,0.16
23.741,-0.20,-0.19,-0.37,0.54,0.41,0.21
23.742,-0.20,-0.18,-0.38,0.54,0.41,0.21
23.743,-0.21,-0.17,-0.38,0.54,0.41,0.21
23.744,-0.21,-0.17,-0.38,0.54,0.48,0.30
23.745,-0.21,-0.17,-0.38,0.51,0.49,0.36
23.746,-0.21,-0.16,-0.39,0.51,0.49,0.36
23.747,-0.21,-0.16,-0.39,0.47,0.50,0.41
23.747,-0.20,-0.16,-0.41,0.47,0.50,0.41
23.748,-0.20,-0.16,-0.41,0.46,0.48,0.43
23.749,-0.20,-0.17,-0.42,0.46,0.48,0.43
23.75,-0.20,-0.17,-0.42,0.50,0.51,0.41
23.751,-0.19,-0.17,-0.43,0.50,0.51,0.41
23.77,-0.19,-0.17,-0.43,0.52,0.53,0.41
23.772,-0.19,-0.18,-0.44,0.52,0.53,0.41
23.774,-0.19,-0.18,-0.44,0.57,0.53,0.51
23.775,-0.18,-0.19,-0.45,0.57,0.53,0.51
23.776,-0.18,-0.19,-0.45,0.61,0.51,0.47
23.776,-0.18,-0.20,-0.47,0.61,0.51,0.47
23.777,-0.18,-0.20,-0.47,0.69,0.49,0.48
23.777,-0.18,-0.20,-0.48,0.69,0.49,0.48
23.778,-0.18,-0.20,-0.48,0.74,0.41,0.56
23.779,-0.18,-0.21,-0.50,0.74,0.41,0.56
23.78,-0.18,-0.21,-0.50,0.79,0.36,0.58
23.78,-0.19,-0.22,-0.52,0.79,0.36,0.58
23.784,-0.20,-0.22,-0.54,0.79,0.36,0.58
23.786,-0.20,-0.22,-0.54,0.84,0.32,0.60
23.789,-0.22,-0.22,-0.56,0.84,0.32,0.60
23.79,-0.22,-0.22,-0.56,0.85,0.26,0.61
23.794,-0.22,-0.22,-0.56,0.84,0.23,0.69
23.795,-0.24,-0.22,-0.59,0.84,0.23,0.69
23.8,-0.26,-0.20,-0.61,0.84,0.23,0.69
23.801,-0.26,-0.20,-0.61,0.76,0.17,0.76
23.805,-0.28,-0.19,-0.62,0.76,0.17,0.76
23.805,-0.28,-0.19,-0.62,0.65,0.17,0.86
23.809,-0.28,-0.19,-0.62,0.56,0.13,0.95
23.81,-0.30,-0.17,-0.64,0.56,0.13,0.95
23.815,-0.30,-0.17,-0.64,0.43,0.15,1.09
23.817,-0.32,-0.14,-0.64,0.43,0.15,1.09
23.82,-0.33,-0.11,-0.64,0.43,0.15,1.09
23.82,-0.33,-0.11,-0.64,0.31,0.17,1.15
23.825,-0.33,-0.09,-0.64,0.31,0.17,1.15
23.826,-0.33,-0.09,-0.64,0.19,0.18,1.17
23.829,-0.33,-0.09,-0.64,0.09,0.17,1.17
23.83,-0.33,-0.06,-0.64,0.09,0.17,1.17
23.835,-0.32,-0.04,-0.64,0.09,0.17,1.17
23.837,-0.32,-0.04,-0.64,-0.04,0.17,1.13
23.84,-0.32,-0.04,-0.64,-0.17,0.14,1.06
23.841,-0.32,-0.02,-0.63,-0.17,0.14,1.06
23.845,-0.31,-0.01,-0.62,-0.17,0.14,1.06
23.846,-0.31,-0.01,-0.62,-0.30,0.13,0.96
23.862,-0.31,0.01,-0.61,-0.30,0.13,0.96
23.863,-0.31,0.01,-0.61,-0.42,0.05,0.86
23.865,-0.31,0.02,-0.60,-0.42,0.05,0.86
23.866,-0.31,0.02,-0.60,-0.56,-0.02,0.78
23.867,-0.31,0.02,-0.58,-0.56,-0.02,0.78
23.869,-0.31,0.02,-0.58,-0.68,-0.09,0.69
23.87,-0.32,0.03,-0.56,-0.68,-0.09,0.69
23.871,-0.32,0.03,-0.56,-0.82,-0.15,0.61
23.872,-0.32,0.04,-0.52,-0.82,-0.15,0.61
23.873,-0.32,0.04,-0.52,-1.00,-0.24,0.59
23.875,-0.32,0.04,-0.52,-1.16,-0.27,0.54
23.875,-0.32,0.04,-0.48,-1.16,-0.27,0.54
23.9,-0.32,0.04,-0.44,-1.16,-0.27,0.54
23.902,-0.32,0.04,-0.44,-1.30,-0.29,0.54
23.903,-0.31,0.04,-0.38,-1.30,-0.29,0.54
23.904,-0.31,0.04,-0.38,-1.43,-0.28,0.51
23.905,-0.31,0.04,-0.38,-1.57,-0.29,0.56
23.906,-0.30,0.02,-0.33,-1.57,-0.29,0.56
23.907,-0.30,0.02,-0.33,-1.68,-0.29,0.64
23.907,-0.28,-0.00,-0.27,-1.68,-0.29,0.64
23.908,-0.28,-0.00,-0.27,-1.73,-0.19,0.73
23.909,-0.25,-0.03,-0.20,-1.73,-0.19,0.73
23.909,-0.25,-0.03,-0.20,-1.79,-0.13,0.69
23.91,-0.21,-0.06,-0.14,-1.79,-0.13,0.69
23.92,-0.21,-0.06,-0.14,-1.82,-0.09,0.65
23.921,-0.17,-0.08,-0.08,-1.82,-0.09,0.65
23.922,-0.17,-0.08,-0.08,-1.82,-0.04,0.61
23.924,-0.12,-0.11,-0.01,-1.82,-0.04,0.61
23.925,-0.12,-0.11,-0.01,-1.75,0.04,0.55
23.926,-0.08,-0.13,0.05,-1.75,0.04,0.55
23.927,-0.08,-0.13,0.05,-1.60,0.16,0.48
23.928,-0.04,-0.16,0.10,-1.60,0.16,0.48
23.933,0.01,-0.18,0.15,-1.60,0.16,0.48
23.937,0.01,-0.18,0.15,-1.42,0.28,0.37
23.938,0.01,-0.18,0.15,-1.23,0.39,0.20
23.939,0.04,-0.19,0.19,-1.23,0.39,0.20
23.94,0.08,-0.18,0.22,-1.23,0.39,0.20
23.941,0.08,-0.18,0.22,-1.05,0.50,-0.01
23.945,0.08,-0.18,0.22,-0.86,0.60,-0.19
23.946,0.10,-0.17,0.24,-0.86,0.60,-0.19
23.95,0.10,-0.17,0.24,-0.73,0.68,-0.39
23.952,0.11,-0.17,0.24,-0.73,0.68,-0.39
23.955,0.11,-0.17,0.24,-0.61,0.76,-0.60
23.956,0.12,-0.15,0.24,-0.61,0.76,-0.60
23.96,0.11,-0.14,0.23,-0.61,0.76,-0.60
23.961,0.11,-0.14,0.23,-0.48,0.81,-0.78
23.966,0.11,-0.14,0.23,-0.36,0.85,-0.88
23.967,0.10,-0.14,0.21,-0.36,0.85,-0.88
23.97,0.10,-0.14,0.21,-0.25,0.88,-0.95
23.971,0.09,-0.13,0.18,-0.25,0.88,-0.95
23.975,0.09,-0.13,0.18,-0.17,0.89,-1.03
23.976,0.08,-0.12,0.15,-0.17,0.89,-1.03
23.992,0.06,-0.12,0.12,-0.17,0.89,-1.03
23.996,0.06,-0.12,0.12,-0.10,0.90,-1.04
23.996,0.06,-0.12,0.12,-0.02,0.83,-0.97
23.997,0.05,-0.12,0.08,-0.02,0.83,-0.97
23.998,0.05,-0.12,0.08,0.03,0.77,-0.91
23.999,0.04,-0.12,0.04,0.03,0.77,-0.91
24.0,0.03,-0.12,0.01,0.03,0.77,-0.91
24.001,0.03,-0.12,0.01,0.04,0.72,-0.92
24.002,0.01,-0.12,-0.03,0.04,0.72,-0.92
24.003,0.01,-0.12,-0.03,0.02,0.65,-0.85
24.026,0.01,-0.12,-0.07,0.02,0.65,-0.85
24.028,0.01,-0.12,-0.07,0.02,0.60,-0.80
24.029,-0.00,-0.13,-0.10,0.02,0.60,-0.80
24.03,-0.00,-0.13,-0.10,0.01,0.53,-0.76
24.031,-0.02,-0.12,-0.13,0.01,0.53,-0.76
24.033,-0.02,-0.12,-0.13,-0.02,0.44,-0.66
24.033,-0.02,-0.12,-0.13,0.01,0.41,-0.59
24.034,-0.03,-0.12,-0.16,0.01,0.41,-0.59
24.035,-0.04,-0.11,-0.18,0.01,0.41,-0.59
24.036,-0.04,-0.11,-0.18,-0.00,0.36,-0.51
24.037,-0.04,-0.11,-0.21,-0.00,0.36,-0.51
24.037,-0.04,-0.11,-0.21,-0.02,0.35,-0.45
24.038,-0.05,-0.10,-0.22,-0.02,0.35,-0.45
24.039,-0.05,-0.10,-0.22,-0.03,0.33,-0.32
24.041,-0.05,-0.10,-0.25,-0.03,0.33,-0.32
24.043,-0.05,-0.10,-0.25,0.01,0.29,-0.23
24.048,-0.05,-0.10,-0.25,-0.01,0.28,-0.13
24.05,-0.05,-0.09,-0.26,-0.01,0.28,-0.13
24.052,-0.05,-0.09,-0.26,-0.01,0.22,-0.04
24.052,-0.05,-0.09,-0.28,-0.01,0.22,-0.04
24.056,-0.05,-0.09,-0.30,-0.01,0.22,-0.04
24.057,-0.05,-0.09,-0.30,-0.02,0.18,0.08
24.061,-0.04,-0.09,-0.31,-0.02,0.18,0.08
24.062,-0.04,-0.09,-0.31,0.01,0.13,0.24
24.067,-0.03,-0.10,-0.32,0.01,0.13,0.24
24.069,-0.03,-0.10,-0.32,0.03,0.11,0.33
24.071,-0.02,-0.09,-0.33,0.03,0.11,0.33
24.072,-0.02,-0.09,-0.33,0.07,0.05,0.39
24.076,-0.02,-0.09,-0.33,0.06,-0.00,0.47
24.077,-0.00,-0.08,-0.34,0.06,-0.00,0.47
24.083,0.01,-0.07,-0.35,0.06,-0.00,0.47
24.085,0.01,-0.07,-0.35,0.10,-0.10,0.56
24.087,0.01,-0.07,-0.35,0.16,-0.16,0.60
24.088,0.03,-0.06,-0.35,0.16,-0.16,0.60
24.092,0.03,-0.06,-0.35,0.23,-0.20,0.62
24.092,0.04,-0.05,-0.36,0.23,-0.20,0.62
24.096,0.04,-0.05,-0.36,0.30,-0.31,0.57
24.097,0.05,-0.03,-0.37,0.30,-0.31,0.57
24.102,0.05,-0.03,-0.37,0.31,-0.40,0.48
24.103,0.05,-0.01,-0.38,0.31,-0.40,0.48
24.107,0.05,0.02,-0.39,0.31,-0.40,0.48
24.107,0.05,0.02,-0.39,0.30,-0.52,0.43
24.111,0.04,0.04,-0.40,0.30,-0.52,0.43
24.112,0.04,0.04,-0.40,0.31,-0.60,0.37
24.128,0.02,0.06,-0.40,0.31,-0.60,0.37
24.129,0.02,0.06,-0.40,0.27,-0.71,0.31
24.13,0.02,0.06,-0.40,0.23,-0.75,0.33
24.131,0.01,0.06,-0.40,0.23,-0.75,0.33
24.134,-0.01,0.05,-0.39,0.23,-0.75,0.33
24.135,-0.01,0.05,-0.39,0.05,-0.82,0.47
24.137,-0.01,0.05,-0.39,0.20,-0.84,0.63
24.138,-0.01,0.03,-0.38,0.20,-0.84,0.63
24.139,-0.01,0.03,-0.38,0.23,-0.91,0.72
24.139,-0.00,0.03,-0.37,0.23,-0.91,0.72
24.173,0.02,0.02,-0.35,0.23,-0.91,0.72
24.175,0.02,0.02,-0.35,0.02,-0.91,0.77
24.176,0.02,0.02,-0.35,0.05,-0.90,0.85
24.177,0.04,0.03,-0.31,0.05,-0.90,0.85
24.178,0.04,0.03,-0.31,0.15,-0.95,0.88
24.178,0.07,0.03,-0.27,0.15,-0.95,0.88
24.18,0.07,0.03,-0.27,0.18,-0.91,0.81
24.182,0.10,0.03,-0.23,0.18,-0.91,0.81
24.192,0.13,0.03,-0.20,0.18,-0.91,0.81
24.193,0.13,0.03,-0.20,0.24,-0.87,0.73
24.194,0.16,0.04,-0.17,0.24,-0.87,0.73
24.196,0.16,0.04,-0.17,0.26,-0.80,0.58
24.198,0.17,0.03,-0.15,0.26,-0.80,0.58
24.199,0.17,0.03,-0.15,0.29,-0.76,0.37
24.201,0.18,0.04,-0.12,0.29,-0.76,0.37
24.202,0.18,0.04,-0.12,0.37,-0.75,0.17
24.204,0.18,0.05,-0.11,0.37,-0.75,0.17
24.205,0.18,0.05,-0.11,0.42,-0.73,0.02
24.205,0.18,0.05,-0.11,0.41,-0.65,-0.12
24.206,0.17,0.06,-0.10,0.41,-0.65,-0.12
24.207,0.17,0.06,-0.10,0.43,-0.61,-0.18
24.208,0.17,0.07,-0.09,0.43,-0.61,-0.18
24.209,0.16,0.08,-0.08,0.43,-0.61,-0.18
24.21,0.16,0.08,-0.08,0.48,-0.55,-0.34
24.21,0.16,0.10,-0.07,0.48,-0.55,-0.34
24.211,0.16,0.10,-0.07,0.44,-0.53,-0.48
24.212,0.16,0.12,-0.07,0.44,-0.53,-0.48
24.213,0.16,0.12,-0.07,0.44,-0.53,-0.60
24.214,0.16,0.12,-0.07,0.43,-0.54,-0.66
24.215,0.15,0.12,-0.06,0.43,-0.54,-0.66
24.218,0.15,0.12,-0.06,0.41,-0.50,-0.81
24.219,0.14,0.13,-0.06,0.41,-0.50,-0.81
24.223,0.13,0.13,-0.06,0.41,-0.50,-0.81
24.224,0.13,0.13,-0.06,0.39,-0.48,-0.94
24.227,0.13,0.13,-0.06,0.35,-0.52,-1.05
24.228,0.12,0.13,-0.05,0.35,-0.52,-1.05
24.233,0.11,0.12,-0.05,0.35,-0.52,-1.05
24.234,0.11,0.12,-0.05,0.33,-0.50,-1.16
24.238,0.10,0.10,-0.04,0.33,-0.50,-1.16
24.239,0.10,0.10,-0.04,0.30,-0.48,-1.17
24.242,0.09,0.08,-0.03,0.30,-0.48,-1.17
24.243,0.09,0.08,-0.03,0.28,-0.46,-1.25
24.26,0.08,0.06,-0.02,0.28,-0.46,-1.25
24.262,0.08,0.06,-0.02,0.26,-0.43,-1.30
24.263,0.08,0.06,-0.02,0.25,-0.45,-1.32
24.264,0.08,0.04,-0.02,0.25,-0.45,-1.32
24.265,0.08,0.01,-0.01,0.25,-0.45,-1.32
24.266,0.08,0.01,-0.01,0.25,-0.40,-1.33
24.268,0.07,-0.01,-0.00,0.25,-0.40,-1.33
24.269,0.07,-0.01,-0.00,0.25,-0.36,-1.34
24.27,0.07,-0.04,0.00,0.25,-0.36,-1.34
24.301,0.07,-0.04,0.00,0.23,-0.31,-1.38
24.303,0.07,-0.04,0.00,0.24,-0.28,-1.42
24.304,0.06,-0.06,0.01,0.24,-0.28,-1.42
24.305,0.06,-0.06,0.01,0.25,-0.27,-1.46
24.306,0.06,-0.08,0.01,0.25,-0.27,-1.46
24.306,0.04,-0.09,0.01,0.25,-0.27,-1.46
24.307,0.04,-0.09,0.01,0.26,-0.23,-1.45
24.308,0.04,-0.09,0.01,0.25,-0.19,-1.41
24.309,0.02,-0.11,0.01,0.25,-0.19,-1.41
24.31,0.02,-0.11,0.01,0.21,-0.14,-1.35
24.311,0.00,-0.13,-0.00,0.21,-0.14,-1.35
24.311,0.00,-0.13,-0.00,0.20,-0.12,-1.24
24.312,-0.02,-0.15,-0.01,0.20,-0.12,-1.24
24.313,-0.03,-0.16,-0.02,0.20,-0.12,-1.24
24.314,-0.03,-0.16,-0.02,0.17,-0.11,-1.06
24.315,-0.03,-0.16,-0.02,0.20,-0.14,-0.86
24.316,-0.04,-0.17,-0.03,0.20,-0.14,-0.86
24.316,-0.04,-0.17,-0.03,0.15,-0.10,-0.72
24.317,-0.05,-0.17,-0.04,0.15,-0.10,-0.72
24.32,-0.05,-0.17,-0.04,0.11,-0.10,-0.56
24.321,-0.05,-0.17,-0.05,0.11,-0.10,-0.56
24.324,-0.06,-0.16,-0.05,0.11,-0.10,-0.56
24.325,-0.06,-0.16,-0.05,0.08,-0.11,-0.46
24.328,-0.06,-0.15,-0.05,0.08,-0.11,-0.46
24.329,-0.06,-0.15,-0.05,0.02,-0.13,-0.41
24.334,-0.06,-0.15,-0.05,0.02,-0.14,-0.25
24.335,-0.06,-0.15,-0.05,0.02,-0.14,-0.25
24.338,-0.06,-0.15,-0.05,0.03,-0.14,-0.11
24.339,-0.06,-0.14,-0.04,0.03,-0.14,-0.11
24.343,-0.06,-0.14,-0.04,0.05,-0.14,0.00
24.344,-0.06,-0.14,-0.03,0.05,-0.14,0.00
24.348,-0.06,-0.14,-0.03,0.07,-0.13,0.08
24.35,-0.04,-0.13,-0.03,0.07,-0.13,0.08
24.353,-0.04,-0.13,-0.03,0.11,-0.12,0.17
24.354,-0.04,-0.12,-0.02,0.11,-0.12,0.17
24.358,-0.04,-0.12,-0.02,0.12,-0.12,0.14
24.359,-0.02,-0.11,-0.02,0.12,-0.12,0.14
24.363,-0.02,-0.11,-0.02,0.10,-0.15,0.10
24.364,-0.02,-0.10,-0.01,0.10,-0.15,0.10
24.369,-0.02,-0.09,-0.01,0.10,-0.15,0.10
24.371,-0.02,-0.09,-0.01,0.18,-0.14,0.13
24.373,-0.01,-0.09,-0.01,0.18,-0.14,0.13
24.374,-0.01,-0.09,-0.01,0.21,-0.11,0.17
24.378,-0.01,-0.09,-0.01,0.24,-0.09,0.21
24.379,-0.01,-0.10,-0.01,0.24,-0.09,0.21
24.394,-0.00,-0.09,-0.01,0.24,-0.09,0.21
24.396,-0.00,-0.09,-0.01,0.28,-0.04,0.24
24.397,-0.00,-0.09,-0.01,0.30,-0.07,0.29
24.398,0.00,-0.09,-0.01,0.30,-0.07,0.29
24.398,0.00,-0.09,-0.01,0.34,-0.01,0.28
24.4,0.01,-0.08,-0.01,0.34,-0.01,0.28
24.401,0.01,-0.08,-0.02,0.34,-0.01,0.28
24.403,0.01,-0.08,-0.02,0.40,0.02,0.29
24.404,0.03,-0.07,-0.02,0.40,0.02,0.29
24.406,0.03,-0.07,-0.02,0.39,0.05,0.34
24.428,0.04,-0.06,-0.03,0.39,0.05,0.34
24.43,0.04,-0.06,-0.03,0.38,0.04,0.30
24.44,0.04,-0.06,-0.03,0.36,0.04,0.24
24.441,0.05,-0.05,-0.03,0.36,0.04,0.24
24.441,0.05,-0.05,-0.03,0.38,0.08,0.19
24.442,0.06,-0.04,-0.04,0.38,0.08,0.19
24.443,0.06,-0.04,-0.04,0.37,0.07,0.11
24.445,0.06,-0.02,-0.05,0.37,0.07,0.11
24.446,0.06,-0.02,-0.05,0.37,0.08,0.02
24.447,0.07,-0.00,-0.05,0.37,0.08,0.02
24.448,0.07,-0.00,-0.05,0.37,0.07,-0.13
24.45,0.07,0.01,-0.06,0.37,0.07,-0.13
24.451,0.07,0.01,-0.06,0.39,0.03,-0.25
24.452,0.08,0.03,-0.06,0.39,0.03,-0.25
24.452,0.08,0.05,-0.07,0.39,0.03,-0.25
24.453,0.08,0.05,-0.07,0.33,0.01,-0.37
24.454,0.08,0.04,-0.08,0.33,0.01,-0.37
24.455,0.08,0.04,-0.08,0.29,0.03,-0.50
24.455,0.08,0.04,-0.08,0.42,0.02,-0.50
24.456,0.08,0.03,-0.09,0.42,0.02,-0.50
24.459,0.08,0.03,-0.09,0.43,-0.00,-0.65
24.46,0.08,0.05,-0.11,0.43,-0.00,-0.65
24.465,0.09,0.06,-0.12,0.43,-0.00,-0.65
24.466,0.09,0.06,-0.12,0.37,0.01,-0.80
24.469,0.09,0.06,-0.12,0.33,-0.04,-0.86
24.47,0.08,0.06,-0.14,0.33,-0.04,-0.86
24.474,0.08,0.06,-0.14,0.36,-0.07,-0.94
24.475,0.07,0.06,-0.16,0.36,-0.07,-0.94
24.479,0.07,0.06,-0.16,0.28,-0.10,-1.11
24.48,0.05,0.05,-0.17,0.28,-0.10,-1.11
24.484,0.03,0.05,-0.19,0.28,-0.10,-1.11
24.486,0.03,0.05,-0.19,0.22,-0.14,-1.19
24.489,0.03,0.05,-0.19,0.18,-0.19,-1.28
24.49,0.01,0.06,-0.20,0.18,-0.19,-1.28
24.494,0.01,0.06,-0.20,0.14,-0.21,-1.27
24.495,-0.02,0.07,-0.21,0.14,-0.21,-1.27
24.5,-0.02,0.07,-0.21,0.09,-0.23,-1.18
24.501,-0.06,0.07,-0.22,0.09,-0.23,-1.18
24.504,-0.08,0.07,-0.22,0.09,-0.23,-1.18
24.505,-0.08,0.07,-0.22,0.05,-0.22,-1.06
24.509,-0.08,0.07,-0.22,-0.02,-0.24,-0.97
24.51,-0.10,0.07,-0.22,-0.02,-0.24,-0.97
24.527,-0.10,0.07,-0.22,-0.06,-0.23,-0.89
24.529,-0.12,0.06,-0.22,-0.06,-0.23,-0.89
24.53,-0.12,0.06,-0.22,-0.10,-0.25,-0.78
24.531,-0.12,0.06,-0.22,-0.10,-0.25,-0.78
24.532,-0.12,0.06,-0.22,-0.14,-0.25,-0.67
