
time,wx,wy,wz,ax,ay,az
5.733,0.21,0.13,-0.53,-0.22,-0.55,-0.73
5.737,0.21,0.13,-0.53,-0.19,-0.59,-0.80
5.738,0.20,0.16,-0.52,-0.19,-0.59,-0.80
5.742,0.19,0.19,-0.52,-0.19,-0.59,-0.80
5.744,0.19,0.19,-0.52,-0.20,-0.57,-0.94
5.747,0.19,0.19,-0.52,-0.24,-0.59,-1.14
5.748,0.19,0.22,-0.52,-0.24,-0.59,-1.14
5.752,0.19,0.22,-0.52,-0.28,-0.58,-1.30
5.753,0.18,0.23,-0.52,-0.28,-0.58,-1.30
5.761,0.17,0.23,-0.51,-0.28,-0.58,-1.30
5.764,0.17,0.23,-0.51,-0.29,-0.57,-1.42
5.765,0.17,0.23,-0.51,-0.37,-0.56,-1.56
5.767,0.16,0.23,-0.50,-0.37,-0.56,-1.56
5.768,0.16,0.23,-0.50,-0.42,-0.53,-1.66
5.769,0.14,0.21,-0.49,-0.42,-0.53,-1.66
5.773,0.14,0.21,-0.49,-0.47,-0.50,-1.78
5.774,0.13,0.19,-0.48,-0.47,-0.50,-1.78
5.78,0.13,0.19,-0.48,-0.53,-0.55,-1.78
5.782,0.12,0.16,-0.46,-0.53,-0.55,-1.78
5.795,0.10,0.13,-0.43,-0.53,-0.55,-1.78
5.796,0.10,0.13,-0.43,-0.54,-0.58,-1.81
5.8,0.10,0.10,-0.41,-0.54,-0.58,-1.81
5.801,0.10,0.10,-0.41,-0.53,-0.57,-1.85
5.802,0.09,0.06,-0.38,-0.53,-0.57,-1.85
5.803,0.09,0.06,-0.38,-0.49,-0.60,-1.80
5.804,0.10,0.03,-0.35,-0.49,-0.60,-1.80
5.805,0.10,0.03,-0.35,-0.50,-0.61,-1.74
5.806,0.10,-0.01,-0.33,-0.50,-0.61,-1.74
5.806,0.10,-0.01,-0.33,-0.48,-0.60,-1.67
5.818,0.10,-0.04,-0.30,-0.48,-0.60,-1.67
5.819,0.10,-0.04,-0.30,-0.47,-0.57,-1.66
5.82,0.10,-0.04,-0.30,-0.46,-0.63,-1.61
5.821,0.10,-0.06,-0.28,-0.46,-0.63,-1.61
5.822,0.11,-0.09,-0.26,-0.46,-0.63,-1.61
5.823,0.11,-0.09,-0.26,-0.46,-0.58,-1.56
5.824,0.11,-0.10,-0.24,-0.46,-0.58,-1.56
5.825,0.11,-0.10,-0.24,-0.46,-0.53,-1.53
5.83,0.11,-0.12,-0.22,-0.46,-0.53,-1.53
5.832,0.11,-0.12,-0.22,-0.44,-0.52,-1.56
5.833,0.11,-0.12,-0.22,-0.46,-0.49,-1.50
5.833,0.11,-0.14,-0.21,-0.46,-0.49,-1.50
5.838,0.10,-0.15,-0.19,-0.46,-0.49,-1.50
5.839,0.10,-0.15,-0.19,-0.48,-0.47,-1.46
5.842,0.09,-0.17,-0.17,-0.48,-0.47,-1.46
5.844,0.09,-0.17,-0.17,-0.53,-0.42,-1.43
5.848,0.07,-0.19,-0.15,-0.53,-0.42,-1.43
5.848,0.07,-0.19,-0.15,-0.55,-0.41,-1.34
5.852,0.07,-0.19,-0.15,-0.59,-0.36,-1.27
5.853,0.06,-0.20,-0.13,-0.59,-0.36,-1.27
5.86,0.06,-0.20,-0.13,-0.58,-0.30,-1.18
5.861,0.04,-0.21,-0.12,-0.58,-0.30,-1.18
5.863,0.02,-0.22,-0.10,-0.58,-0.30,-1.18
5.863,0.02,-0.22,-0.10,-0.52,-0.26,-1.06
5.868,0.02,-0.22,-0.10,-0.45,-0.22,-0.97
5.868,0.01,-0.23,-0.10,-0.45,-0.22,-0.97
5.872,0.01,-0.23,-0.10,-0.40,-0.16,-0.85
5.873,-0.01,-0.24,-0.09,-0.40,-0.16,-0.85
5.878,-0.02,-0.24,-0.10,-0.40,-0.16,-0.85
5.879,-0.02,-0.24,-0.10,-0.38,-0.12,-0.73
5.883,-0.02,-0.24,-0.10,-0.37,-0.04,-0.62
5.884,-0.03,-0.25,-0.10,-0.37,-0.04,-0.62
5.888,-0.04,-0.27,-0.11,-0.37,-0.04,-0.62
5.889,-0.04,-0.27,-0.11,-0.40,0.04,-0.52
5.893,-0.06,-0.29,-0.11,-0.40,0.04,-0.52
5.894,-0.06,-0.29,-0.11,-0.40,0.08,-0.40
5.899,-0.06,-0.29,-0.11,-0.44,0.14,-0.26
5.9,-0.07,-0.32,-0.12,-0.44,0.14,-0.26
5.903,-0.07,-0.32,-0.12,-0.51,0.21,-0.07
5.904,-0.09,-0.35,-0.12,-0.51,0.21,-0.07
5.919,-0.09,-0.35,-0.12,-0.54,0.29,0.14
5.921,-0.10,-0.39,-0.12,-0.54,0.29,0.14
5.923,-0.10,-0.39,-0.12,-0.56,0.37,0.33
5.925,-0.11,-0.42,-0.12,-0.56,0.37,0.33
5.927,-0.11,-0.42,-0.12,-0.52,0.44,0.54
5.928,-0.12,-0.45,-0.12,-0.52,0.44,0.54
5.93,-0.12,-0.45,-0.12,-0.51,0.50,0.74
5.931,-0.12,-0.46,-0.12,-0.51,0.50,0.74
5.933,-0.12,-0.48,-0.13,-0.51,0.50,0.74
5.934,-0.12,-0.48,-0.13,-0.51,0.58,1.01
5.935,-0.11,-0.48,-0.13,-0.51,0.58,1.01
5.935,-0.11,-0.48,-0.13,-0.47,0.60,1.23
5.939,-0.09,-0.46,-0.14,-0.47,0.60,1.23
5.941,-0.09,-0.46,-0.14,-0.42,0.63,1.33
5.944,-0.07,-0.42,-0.16,-0.42,0.63,1.33
5.945,-0.07,-0.42,-0.16,-0.36,0.65,1.43
5.948,-0.04,-0.37,-0.17,-0.36,0.65,1.43
5.95,-0.04,-0.37,-0.17,-0.29,0.64,1.47
5.954,-0.01,-0.31,-0.20,-0.29,0.64,1.47
5.955,-0.01,-0.31,-0.20,-0.21,0.61,1.45
5.959,-0.01,-0.31,-0.20,-0.17,0.60,1.37
5.961,0.02,-0.24,-0.22,-0.17,0.60,1.37
5.964,0.02,-0.24,-0.22,-0.19,0.61,1.19
5.965,0.05,-0.15,-0.25,-0.19,0.61,1.19
5.968,0.07,-0.06,-0.27,-0.19,0.61,1.19
5.969,0.07,-0.06,-0.27,-0.22,0.56,0.93
5.975,0.07,-0.06,-0.27,-0.27,0.53,0.64
5.977,0.08,0.02,-0.29,-0.27,0.53,0.64
5.979,0.08,0.02,-0.29,-0.32,0.56,0.35
5.98,0.08,0.09,-0.31,-0.32,0.56,0.35
5.983,0.07,0.16,-0.32,-0.32,0.56,0.35
5.984,0.07,0.16,-0.32,-0.32,0.51,0.04
5.989,0.07,0.16,-0.32,-0.34,0.49,-0.26
5.99,0.06,0.21,-0.33,-0.34,0.49,-0.26
5.994,0.06,0.21,-0.33,-0.33,0.49,-0.45
5.996,0.05,0.25,-0.34,-0.33,0.49,-0.45
6.001,0.03,0.28,-0.34,-0.33,0.49,-0.45
6.002,0.03,0.28,-0.34,-0.30,0.45,-0.66
6.004,0.02,0.29,-0.35,-0.30,0.45,-0.66
6.005,0.02,0.29,-0.35,-0.28,0.40,-0.80
6.009,0.01,0.29,-0.35,-0.28,0.40,-0.80
6.013,0.01,0.29,-0.35,-0.25,0.38,-0.97
6.016,0.01,0.29,-0.35,-0.25,0.38,-0.97
6.017,0.01,0.29,-0.35,-0.18,0.37,-1.13
6.02,0.01,0.29,-0.35,-0.20,0.32,-1.22
6.021,-0.00,0.27,-0.36,-0.20,0.32,-1.22
6.026,-0.00,0.27,-0.36,-0.20,0.30,-1.31
6.03,-0.01,0.23,-0.37,-0.20,0.30,-1.31
6.031,-0.01,0.18,-0.37,-0.20,0.30,-1.31
6.033,-0.01,0.18,-0.37,-0.20,0.23,-1.39
6.05,-0.01,0.18,-0.37,-0.25,0.22,-1.42
6.052,-0.02,0.11,-0.37,-0.25,0.22,-1.42
6.055,-0.04,0.04,-0.36,-0.25,0.22,-1.42
6.056,-0.04,0.04,-0.36,-0.28,0.21,-1.46
6.059,-0.05,-0.03,-0.35,-0.28,0.21,-1.46
6.06,-0.05,-0.03,-0.35,-0.31,0.21,-1.37
6.061,-0.05,-0.03,-0.35,-0.30,0.22,-1.24
6.061,-0.07,-0.10,-0.35,-0.30,0.22,-1.24
6.062,-0.08,-0.17,-0.34,-0.30,0.22,-1.24
6.063,-0.08,-0.17,-0.34,-0.35,0.22,-1.01
6.064,-0.08,-0.17,-0.34,-0.43,0.21,-0.79
6.065,-0.09,-0.24,-0.33,-0.43,0.21,-0.79
6.065,-0.09,-0.24,-0.33,-0.52,0.22,-0.55
6.066,-0.09,-0.30,-0.33,-0.52,0.22,-0.55
6.07,-0.09,-0.30,-0.33,-0.59,0.24,-0.28
6.071,-0.08,-0.35,-0.31,-0.59,0.24,-0.28
6.082,-0.08,-0.35,-0.31,-0.67,0.22,-0.11
6.084,-0.07,-0.37,-0.30,-0.67,0.22,-0.11
6.085,-0.07,-0.37,-0.30,-0.67,0.17,0.08
6.087,-0.06,-0.37,-0.27,-0.67,0.17,0.08
6.087,-0.04,-0.36,-0.25,-0.67,0.17,0.08
6.088,-0.04,-0.36,-0.25,-0.68,0.09,0.23
6.089,-0.03,-0.33,-0.23,-0.68,0.09,0.23
6.09,-0.03,-0.33,-0.23,-0.69,0.05,0.31
6.095,-0.03,-0.29,-0.21,-0.69,0.05,0.31
6.096,-0.03,-0.29,-0.21,-0.73,0.03,0.34
6.1,-0.03,-0.29,-0.21,-0.76,0.02,0.31
6.1,-0.02,-0.26,-0.18,-0.76,0.02,0.31
6.104,-0.02,-0.26,-0.18,-0.80,0.09,0.27
6.105,-0.02,-0.21,-0.15,-0.80,0.09,0.27
6.11,-0.02,-0.21,-0.15,-0.84,0.17,0.28
6.111,-0.03,-0.17,-0.13,-0.84,0.17,0.28
6.115,-0.04,-0.12,-0.10,-0.84,0.17,0.28
6.115,-0.04,-0.12,-0.10,-0.82,0.19,0.27
6.12,-0.04,-0.09,-0.07,-0.82,0.19,0.27
6.122,-0.04,-0.09,-0.07,-0.83,0.24,0.22
6.126,-0.04,-0.07,-0.05,-0.83,0.24,0.22
6.13,-0.04,-0.07,-0.05,-0.81,0.31,0.19
6.132,-0.04,-0.07,-0.05,-0.75,0.38,0.15
6.133,-0.05,-0.05,-0.02,-0.75,0.38,0.15
6.135,-0.05,-0.04,-0.01,-0.75,0.38,0.15
6.137,-0.05,-0.04,-0.01,-0.71,0.44,0.11
6.142,-0.05,-0.04,-0.01,-0.63,0.51,0.11
6.145,-0.05,-0.04,0.01,-0.63,0.51,0.11
6.146,-0.04,-0.05,0.02,-0.63,0.51,0.11
6.147,-0.04,-0.05,0.02,-0.56,0.56,0.08
6.15,-0.03,-0.06,0.04,-0.56,0.56,0.08
6.151,-0.03,-0.06,0.04,-0.47,0.61,0.05
6.155,-0.02,-0.07,0.05,-0.47,0.61,0.05
6.156,-0.02,-0.07,0.05,-0.37,0.62,0.01
6.161,-0.01,-0.08,0.06,-0.37,0.62,0.01
6.162,-0.01,-0.08,0.06,-0.26,0.61,-0.01
6.165,0.01,-0.09,0.06,-0.26,0.61,-0.01
6.166,0.01,-0.09,0.06,-0.15,0.66,-0.04
6.17,0.02,-0.09,0.06,-0.15,0.66,-0.04
6.171,0.02,-0.09,0.06,-0.05,0.66,-0.10
6.175,0.02,-0.09,0.06,0.03,0.67,-0.17
6.178,0.03,-0.10,0.06,0.03,0.67,-0.17
6.181,0.04,-0.09,0.05,0.03,0.67,-0.17
6.182,0.04,-0.09,0.05,0.11,0.71,-0.19
6.185,0.05,-0.10,0.04,0.11,0.71,-0.19
6.186,0.05,-0.10,0.04,0.21,0.72,-0.30
6.193,0.05,-0.10,0.04,0.25,0.70,-0.41
6.195,0.06,-0.10,0.03,0.25,0.70,-0.41
6.196,0.06,-0.09,0.01,0.25,0.70,-0.41
6.197,0.06,-0.09,0.01,0.26,0.73,-0.47
6.201,0.05,-0.10,-0.00,0.26,0.73,-0.47
6.202,0.05,-0.10,-0.00,0.26,0.72,-0.54
6.206,0.03,-0.10,-0.02,0.26,0.72,-0.54
6.207,0.03,-0.10,-0.02,0.28,0.73,-0.57
6.221,0.02,-0.11,-0.03,0.28,0.73,-0.57
6.222,0.02,-0.11,-0.03,0.29,0.77,-0.63
6.224,0.01,-0.11,-0.04,0.29,0.77,-0.63
6.225,0.01,-0.11,-0.04,0.25,0.78,-0.70
6.226,0.01,-0.11,-0.04,0.26,0.78,-0.71
6.229,-0.01,-0.12,-0.06,0.26,0.78,-0.71
6.231,-0.01,-0.12,-0.06,0.26,0.80,-0.65
6.233,-0.03,-0.13,-0.07,0.26,0.80,-0.65
6.235,-0.04,-0.14,-0.09,0.26,0.80,-0.65
6.236,-0.04,-0.14,-0.09,0.18,0.79,-0.63
6.237,-0.06,-0.14,-0.10,0.18,0.79,-0.63
6.239,-0.06,-0.14,-0.10,0.18,0.80,-0.61
6.244,-0.06,-0.15,-0.12,0.18,0.80,-0.61
6.246,-0.06,-0.15,-0.12,0.19,0.80,-0.55
6.248,-0.07,-0.16,-0.13,0.19,0.80,-0.55
6.249,-0.07,-0.16,-0.13,0.14,0.80,-0.53
6.251,-0.06,-0.15,-0.13,0.14,0.80,-0.53
6.252,-0.06,-0.15,-0.13,0.10,0.75,-0.44
6.256,-0.06,-0.16,-0.14,0.10,0.75,-0.44
6.258,-0.06,-0.16,-0.14,0.10,0.77,-0.44
6.263,-0.06,-0.16,-0.14,0.07,0.75,-0.48
6.265,-0.06,-0.15,-0.15,0.07,0.75,-0.48
6.266,-0.06,-0.15,-0.15,0.02,0.71,-0.51
6.267,-0.05,-0.15,-0.16,0.02,0.71,-0.51
6.271,-0.05,-0.15,-0.17,0.02,0.71,-0.51
6.272,-0.05,-0.15,-0.17,-0.01,0.65,-0.52
6.276,-0.05,-0.15,-0.18,-0.01,0.65,-0.52
6.278,-0.05,-0.15,-0.18,-0.09,0.67,-0.59
6.281,-0.05,-0.15,-0.18,-0.13,0.66,-0.59
6.282,-0.06,-0.16,-0.19,-0.13,0.66,-0.59
6.295,-0.06,-0.16,-0.20,-0.13,0.66,-0.59
6.296,-0.06,-0.16,-0.20,-0.24,0.61,-0.58
6.297,-0.06,-0.16,-0.20,-0.32,0.63,-0.61
6.298,-0.07,-0.17,-0.20,-0.32,0.63,-0.61
6.302,-0.08,-0.18,-0.20,-0.32,0.63,-0.61
6.303,-0.08,-0.18,-0.20,-0.38,0.59,-0.61
6.305,-0.09,-0.19,-0.21,-0.38,0.59,-0.61
6.306,-0.09,-0.19,-0.21,-0.44,0.55,-0.61
6.307,-0.10,-0.19,-0.21,-0.44,0.55,-0.61
6.308,-0.10,-0.19,-0.21,-0.50,0.53,-0.56
6.312,-0.10,-0.19,-0.21,-0.53,0.50,-0.49
6.314,-0.11,-0.19,-0.21,-0.53,0.50,-0.49
6.316,-0.12,-0.19,-0.21,-0.53,0.50,-0.49
6.317,-0.12,-0.19,-0.21,-0.55,0.47,-0.47
6.321,-0.12,-0.19,-0.21,-0.64,0.46,-0.38
6.322,-0.13,-0.19,-0.21,-0.64,0.46,-0.38
6.326,-0.13,-0.18,-0.20,-0.64,0.46,-0.38
6.328,-0.13,-0.18,-0.20,-0.70,0.44,-0.32
6.331,-0.13,-0.19,-0.20,-0.70,0.44,-0.32
6.332,-0.13,-0.19,-0.20,-0.70,0.40,-0.29
6.336,-0.13,-0.19,-0.20,-0.70,0.42,-0.21
6.337,-0.14,-0.18,-0.19,-0.70,0.42,-0.21
6.349,-0.14,-0.19,-0.19,-0.70,0.42,-0.21
6.352,-0.14,-0.19,-0.19,-0.75,0.38,-0.21
6.353,-0.14,-0.18,-0.18,-0.75,0.38,-0.21
6.354,-0.14,-0.18,-0.18,-0.79,0.36,-0.15
6.355,-0.13,-0.18,-0.17,-0.79,0.36,-0.15
6.357,-0.13,-0.18,-0.17,-0.80,0.31,-0.14
6.358,-0.14,-0.18,-0.16,-0.80,0.31,-0.14
6.359,-0.14,-0.18,-0.16,-0.83,0.30,-0.13
6.362,-0.14,-0.18,-0.16,-0.85,0.26,-0.09
6.363,-0.14,-0.18,-0.16,-0.85,0.26,-0.09
6.366,-0.14,-0.18,-0.15,-0.85,0.26,-0.09
6.367,-0.14,-0.18,-0.15,-0.88,0.29,-0.02
6.372,-0.14,-0.18,-0.14,-0.88,0.29,-0.02
6.372,-0.14,-0.18,-0.14,-0.90,0.30,0.07
6.378,-0.14,-0.18,-0.14,-0.94,0.30,0.15
6.379,-0.14,-0.18,-0.13,-0.94,0.30,0.15
6.381,-0.14,-0.19,-0.12,-0.94,0.30,0.15
6.382,-0.14,-0.19,-0.12,-0.93,0.28,0.22
6.387,-0.14,-0.19,-0.11,-0.93,0.28,0.22
6.387,-0.14,-0.19,-0.11,-0.93,0.29,0.30
6.392,-0.14,-0.19,-0.10,-0.93,0.29,0.30
6.394,-0.14,-0.19,-0.10,-0.95,0.32,0.40
6.397,-0.14,-0.19,-0.09,-0.95,0.32,0.40
6.398,-0.14,-0.19,-0.09,-0.99,0.27,0.50
6.402,-0.13,-0.19,-0.08,-0.99,0.27,0.50
6.403,-0.13,-0.19,-0.08,-1.01,0.29,0.59
6.409,-0.13,-0.19,-0.08,-0.99,0.28,0.68
6.411,-0.12,-0.19,-0.06,-0.99,0.28,0.68
6.412,-0.11,-0.18,-0.05,-0.99,0.28,0.68
6.413,-0.11,-0.18,-0.05,-0.95,0.30,0.72
6.417,-0.10,-0.17,-0.03,-0.95,0.30,0.72
6.418,-0.10,-0.17,-0.03,-0.93,0.30,0.82
6.422,-0.10,-0.17,-0.03,-0.88,0.28,0.89
6.423,-0.09,-0.16,-0.02,-0.88,0.28,0.89
6.428,-0.09,-0.16,-0.02,-0.81,0.33,0.92
6.43,-0.07,-0.15,-0.00,-0.81,0.33,0.92
6.433,-0.06,-0.13,0.01,-0.81,0.33,0.92
6.434,-0.06,-0.13,0.01,-0.78,0.33,0.94
6.437,-0.05,-0.12,0.03,-0.78,0.33,0.94
6.438,-0.05,-0.12,0.03,-0.72,0.36,0.93
6.443,-0.05,-0.12,0.03,-0.66,0.42,0.96
6.445,-0.04,-0.10,0.05,-0.66,0.42,0.96
6.448,-0.03,-0.08,0.06,-0.66,0.42,0.96
6.449,-0.03,-0.08,0.06,-0.59,0.44,0.93
6.452,-0.02,-0.06,0.07,-0.59,0.44,0.93
6.453,-0.02,-0.06,0.07,-0.51,0.44,0.90
6.468,-0.01,-0.04,0.07,-0.51,0.44,0.90
6.469,-0.01,-0.04,0.07,-0.42,0.48,0.90
6.47,-0.01,-0.04,0.07,-0.34,0.50,0.86
6.471,0.01,-0.02,0.08,-0.34,0.50,0.86
6.473,0.02,-0.00,0.08,-0.34,0.50,0.86
6.474,0.02,-0.00,0.08,-0.27,0.51,0.81
6.476,0.02,-0.00,0.08,-0.22,0.54,0.71
6.477,0.02,0.01,0.08,-0.22,0.54,0.71
6.478,0.03,0.04,0.08,-0.22,0.54,0.71
6.479,0.03,0.04,0.08,-0.14,0.55,0.64
6.483,0.03,0.04,0.08,-0.11,0.59,0.58
6.485,0.04,0.06,0.07,-0.11,0.59,0.58
6.487,0.04,0.08,0.06,-0.11,0.59,0.58
6.488,0.04,0.08,0.06,-0.11,0.58,0.47
6.493,0.04,0.10,0.06,-0.11,0.58,0.47
6.495,0.04,0.10,0.06,-0.10,0.56,0.37
6.498,0.04,0.11,0.06,-0.10,0.56,0.37
6.499,0.04,0.11,0.06,-0.06,0.55,0.30
6.502,0.04,0.12,0.05,-0.06,0.55,0.30
6.503,0.04,0.12,0.05,0.03,0.55,0.30
6.51,0.04,0.12,0.05,0.13,0.57,0.20
6.512,0.04,0.11,0.04,0.13,0.57,0.20
6.513,0.04,0.11,0.04,0.17,0.56,0.12
6.514,0.03,0.11,0.03,0.17,0.56,0.12
6.518,0.03,0.11,0.03,0.19,0.59,0.07
6.519,0.02,0.10,0.02,0.19,0.59,0.07
6.523,0.02,0.10,0.02,0.19,0.62,0.09
6.524,0.01,0.09,0.00,0.19,0.62,0.09
6.528,0.01,0.09,0.00,0.22,0.63,0.07
6.53,0.00,0.07,-0.01,0.22,0.63,0.07
6.533,0.00,0.07,-0.01,0.25,0.57,0.13
6.533,-0.01,0.04,-0.03,0.25,0.57,0.13
6.548,-0.01,0.04,-0.03,0.25,0.54,0.22
6.549,-0.02,0.02,-0.05,0.25,0.54,0.22
6.552,-0.02,0.02,-0.05,0.27,0.51,0.38
6.554,-0.02,-0.01,-0.07,0.27,0.51,0.38
6.555,-0.03,-0.05,-0.08,0.27,0.51,0.38
6.556,-0.03,-0.05,-0.08,0.29,0.49,0.46
6.558,-0.03,-0.05,-0.08,0.27,0.50,0.53
6.559,-0.03,-0.09,-0.11,0.27,0.50,0.53
6.56,-0.03,-0.09,-0.11,0.20,0.54,0.66
6.562,-0.04,-0.14,-0.13,0.20,0.54,0.66
6.566,-0.04,-0.14,-0.13,0.20,0.54,0.80
6.567,-0.05,-0.19,-0.15,0.20,0.54,0.80
6.568,-0.05,-0.19,-0.15,0.15,0.47,0.91
6.569,-0.07,-0.24,-0.16,0.15,0.47,0.91
6.573,-0.07,-0.24,-0.16,0.14,0.43,1.12
6.574,-0.08,-0.29,-0.18,0.14,0.43,1.12
6.579,-0.08,-0.29,-0.18,0.20,0.37,1.34
6.58,-0.09,-0.33,-0.19,0.20,0.37,1.34
6.583,-0.09,-0.33,-0.19,0.27,0.31,1.55
6.584,-0.11,-0.36,-0.19,0.27,0.31,1.55
6.588,-0.11,-0.36,-0.19,0.31,0.26,1.80
6.589,-0.12,-0.38,-0.20,0.31,0.26,1.80
6.6,-0.13,-0.39,-0.21,0.31,0.26,1.80
6.603,-0.13,-0.39,-0.21,0.35,0.25,2.02
6.605,-0.13,-0.39,-0.21,0.38,0.24,2.21
6.606,-0.13,-0.40,-0.22,0.38,0.24,2.21
6.608,-0.13,-0.40,-0.22,0.45,0.18,2.38
6.61,-0.13,-0.39,-0.23,0.45,0.18,2.38
6.611,-0.13,-0.38,-0.24,0.45,0.18,2.38
6.612,-0.13,-0.38,-0.24,0.48,0.19,2.49
6.614,-0.12,-0.35,-0.25,0.48,0.19,2.49
6.616,-0.12,-0.35,-0.25,0.53,0.17,2.57
6.62,-0.12,-0.33,-0.26,0.53,0.17,2.57
6.621,-0.12,-0.33,-0.26,0.60,0.16,2.66
6.626,-0.12,-0.33,-0.26,0.67,0.13,2.70
6.628,-0.11,-0.29,-0.28,0.67,0.13,2.70
6.629,-0.11,-0.29,-0.28,0.71,0.13,2.66
6.63,-0.11,-0.25,-0.30,0.71,0.13,2.66
6.633,-0.10,-0.20,-0.32,0.71,0.13,2.66
6.634,-0.10,-0.20,-0.32,0.76,0.12,2.60
6.638,-0.10,-0.15,-0.35,0.76,0.12,2.60
6.639,-0.10,-0.15,-0.35,0.78,0.13,2.48
6.644,-0.10,-0.15,-0.35,0.78,0.11,2.35
6.646,-0.11,-0.11,-0.37,0.78,0.11,2.35
6.648,-0.11,-0.06,-0.40,0.78,0.11,2.35
6.649,-0.11,-0.06,-0.40,0.76,0.09,2.17
6.653,-0.12,-0.03,-0.43,0.76,0.09,2.17
6.654,-0.12,-0.03,-0.43,0.74,0.07,2.03
6.659,-0.12,-0.03,-0.43,0.72,0.07,1.85
6.661,-0.13,-0.01,-0.45,0.72,0.07,1.85
6.664,-0.13,-0.01,-0.45,0.66,0.08,1.64
6.665,-0.15,0.00,-0.47,0.66,0.08,1.64
6.669,-0.17,0.01,-0.49,0.66,0.08,1.64
6.669,-0.17,0.01,-0.49,0.59,0.03,1.49
6.676,-0.17,0.01,-0.49,0.54,-0.00,1.35
6.678,-0.19,-0.00,-0.50,0.54,-0.00,1.35
6.68,-0.19,-0.00,-0.50,0.49,0.01,1.30
6.681,-0.21,-0.02,-0.51,0.49,0.01,1.30
6.684,-0.21,-0.02,-0.51,0.45,-0.02,1.25
6.685,-0.22,-0.04,-0.51,0.45,-0.02,1.25
6.689,-0.23,-0.05,-0.51,0.45,-0.02,1.25
6.691,-0.23,-0.05,-0.51,0.39,-0.05,1.25
6.695,-0.24,-0.07,-0.51,0.39,-0.05,1.25
6.698,-0.24,-0.07,-0.51,0.37,-0.06,1.25
6.699,-0.24,-0.07,-0.51,0.37,-0.09,1.22
6.7,-0.24,-0.08,-0.51,0.37,-0.09,1.22
6.704,-0.24,-0.08,-0.51,0.34,-0.08,1.22
6.705,-0.23,-0.09,-0.50,0.34,-0.08,1.22
6.71,-0.21,-0.10,-0.49,0.34,-0.08,1.22
6.712,-0.21,-0.10,-0.49,0.27,-0.06,1.21
6.714,-0.21,-0.10,-0.49,0.22,-0.03,1.10
6.715,-0.19,-0.10,-0.48,0.22,-0.03,1.10
6.719,-0.19,-0.10,-0.48,0.15,-0.05,1.04
6.72,-0.17,-0.11,-0.47,0.15,-0.05,1.04
6.725,-0.17,-0.11,-0.47,0.10,-0.02,0.97
6.728,-0.14,-0.10,-0.46,0.10,-0.02,0.97
6.729,-0.11,-0.09,-0.44,0.10,-0.02,0.97
6.73,-0.11,-0.09,-0.44,0.10,-0.03,0.80
6.734,-0.08,-0.08,-0.43,0.10,-0.03,0.80
6.735,-0.08,-0.08,-0.43,0.06,-0.04,0.62
6.739,-0.06,-0.06,-0.42,0.06,-0.04,0.62
6.74,-0.06,-0.06,-0.42,0.04,-0.03,0.47
6.745,-0.06,-0.06,-0.42,0.06,-0.04,0.32
6.746,-0.03,-0.03,-0.41,0.06,-0.04,0.32
6.749,-0.03,-0.03,-0.41,0.08,-0.07,0.12
6.75,0.00,-0.01,-0.40,0.08,-0.07,0.12
6.754,0.00,-0.01,-0.40,0.08,-0.07,-0.09
6.755,0.02,0.02,-0.39,0.08,-0.07,-0.09
6.767,0.02,0.02,-0.39,0.07,-0.07,-0.34
6.769,0.04,0.04,-0.39,0.07,-0.07,-0.34
6.77,0.04,0.04,-0.39,0.07,-0.04,-0.53
6.771,0.05,0.06,-0.39,0.07,-0.04,-0.53
6.772,0.05,0.06,-0.39,0.05,-0.07,-0.73
6.773,0.06,0.06,-0.38,0.05,-0.07,-0.73
6.775,0.06,0.06,-0.38,0.08,-0.08,-0.92
6.776,0.05,0.06,-0.38,0.08,-0.08,-0.92
6.78,0.05,0.05,-0.37,0.08,-0.08,-0.92
6.782,0.05,0.05,-0.37,0.05,-0.11,-1.04
6.785,0.05,0.05,-0.37,0.11,-0.10,-1.15
6.786,0.04,0.03,-0.36,0.11,-0.10,-1.15
6.798,0.04,0.03,-0.36,0.11,-0.11,-1.26
6.799,0.02,-0.00,-0.36,0.11,-0.11,-1.26
6.802,0.02,-0.00,-0.36,0.13,-0.11,-1.28
6.803,-0.00,-0.04,-0.35,0.13,-0.11,-1.28
6.804,-0.00,-0.04,-0.35,0.17,-0.16,-1.27
6.805,-0.02,-0.08,-0.34,0.17,-0.16,-1.27
6.806,-0.02,-0.08,-0.34,0.20,-0.15,-1.16
6.807,-0.04,-0.13,-0.33,0.20,-0.15,-1.16
6.813,-0.05,-0.20,-0.32,0.20,-0.15,-1.16
6.814,-0.05,-0.20,-0.32,0.25,-0.11,-1.01
6.816,-0.05,-0.20,-0.32,0.29,-0.14,-0.90
6.817,-0.06,-0.25,-0.32,0.29,-0.14,-0.90
6.82,-0.06,-0.25,-0.32,0.34,-0.13,-0.71
6.82,-0.06,-0.31,-0.31,0.34,-0.13,-0.71
6.825,-0.06,-0.31,-0.31,0.38,-0.13,-0.45
6.827,-0.05,-0.37,-0.31,0.38,-0.13,-0.45
6.83,-0.03,-0.40,-0.32,0.38,-0.13,-0.45
6.831,-0.03,-0.40,-0.32,0.43,-0.19,-0.27
6.835,-0.01,-0.43,-0.32,0.43,-0.19,-0.27
6.835,-0.01,-0.43,-0.32,0.49,-0.22,-0.09
6.843,-0.01,-0.43,-0.32,0.51,-0.24,0.10
6.845,0.03,-0.44,-0.33,0.51,-0.24,0.10
