
time,wx,wy,wz,ax,ay,az
19.468,0.00,0.02,-0.30,-0.25,0.26,-1.01
19.468,0.00,0.02,-0.30,-0.22,0.19,-0.90
19.469,0.00,0.02,-0.30,-0.20,0.15,-0.86
19.47,0.00,0.01,-0.31,-0.20,0.15,-0.86
19.47,0.00,0.01,-0.31,-0.16,0.14,-0.82
19.471,0.00,0.00,-0.32,-0.16,0.14,-0.82
19.472,0.00,0.00,-0.32,-0.18,0.09,-0.76
19.472,-0.00,-0.00,-0.33,-0.18,0.09,-0.76
19.473,-0.00,-0.01,-0.33,-0.18,0.09,-0.76
19.473,-0.00,-0.01,-0.33,-0.17,0.05,-0.70
19.474,-0.00,-0.01,-0.33,-0.21,0.05,-0.64
19.475,-0.01,-0.01,-0.34,-0.21,0.05,-0.64
19.476,-0.01,-0.01,-0.34,-0.27,0.05,-0.59
19.477,-0.01,-0.01,-0.35,-0.27,0.05,-0.59
19.481,-0.01,-0.01,-0.35,-0.31,0.07,-0.49
19.482,-0.02,-0.02,-0.36,-0.31,0.07,-0.49
19.486,-0.02,-0.02,-0.36,-0.34,0.07,-0.43
19.487,-0.03,-0.03,-0.37,-0.34,0.07,-0.43
19.493,-0.04,-0.04,-0.38,-0.34,0.07,-0.43
19.495,-0.04,-0.04,-0.38,-0.35,0.03,-0.34
19.496,-0.04,-0.04,-0.38,-0.39,0.01,-0.24
19.497,-0.05,-0.05,-0.39,-0.39,0.01,-0.24
19.501,-0.05,-0.05,-0.39,-0.44,-0.00,-0.14
19.502,-0.05,-0.06,-0.39,-0.44,-0.00,-0.14
19.506,-0.05,-0.06,-0.39,-0.47,-0.01,0.05
19.507,-0.06,-0.07,-0.39,-0.47,-0.01,0.05
19.511,-0.06,-0.07,-0.39,-0.53,-0.03,0.20
19.513,-0.07,-0.08,-0.39,-0.53,-0.03,0.20
19.516,-0.07,-0.08,-0.39,-0.59,-0.07,0.33
19.517,-0.07,-0.08,-0.39,-0.59,-0.07,0.33
19.521,-0.07,-0.08,-0.39,-0.62,-0.09,0.46
19.522,-0.06,-0.08,-0.38,-0.62,-0.09,0.46
19.538,-0.06,-0.08,-0.38,-0.63,-0.11,0.55
19.54,-0.06,-0.08,-0.38,-0.63,-0.11,0.55
19.541,-0.06,-0.08,-0.38,-0.60,-0.12,0.67
19.542,-0.05,-0.06,-0.37,-0.60,-0.12,0.67
19.542,-0.05,-0.06,-0.37,-0.55,-0.15,0.69
19.544,-0.03,-0.04,-0.37,-0.55,-0.15,0.69
19.546,-0.03,-0.04,-0.37,-0.54,-0.26,0.65
19.548,-0.02,-0.01,-0.36,-0.54,-0.26,0.65
19.549,-0.01,0.02,-0.36,-0.54,-0.26,0.65
19.55,-0.01,0.02,-0.36,-0.51,-0.23,0.62
19.58,-0.01,0.06,-0.36,-0.51,-0.23,0.62
19.582,-0.01,0.06,-0.36,-0.54,-0.27,0.50
19.583,-0.01,0.10,-0.35,-0.54,-0.27,0.50
19.583,-0.01,0.10,-0.35,-0.64,-0.26,0.36
19.584,-0.02,0.13,-0.35,-0.64,-0.26,0.36
19.585,-0.02,0.13,-0.35,-0.76,-0.26,0.25
19.586,-0.02,0.13,-0.35,-0.85,-0.26,0.10
19.587,-0.03,0.15,-0.34,-0.85,-0.26,0.10
19.588,-0.04,0.16,-0.33,-0.85,-0.26,0.10
19.588,-0.04,0.16,-0.33,-0.95,-0.25,-0.02
19.589,-0.04,0.16,-0.33,-1.00,-0.25,-0.09
19.59,-0.06,0.16,-0.31,-1.00,-0.25,-0.09
19.59,-0.07,0.16,-0.29,-1.00,-0.25,-0.09
19.591,-0.07,0.16,-0.29,-1.03,-0.27,-0.13
19.592,-0.07,0.16,-0.29,-1.12,-0.25,-0.16
19.593,-0.08,0.15,-0.26,-1.12,-0.25,-0.16
19.594,-0.09,0.14,-0.24,-1.12,-0.25,-0.16
19.594,-0.09,0.14,-0.24,-1.18,-0.22,-0.17
19.597,-0.09,0.14,-0.24,-1.21,-0.20,-0.13
19.599,-0.10,0.12,-0.21,-1.21,-0.20,-0.13
19.603,-0.10,0.12,-0.21,-1.21,-0.20,-0.14
19.604,-0.10,0.11,-0.18,-1.21,-0.20,-0.14
19.607,-0.10,0.11,-0.18,-1.21,-0.18,-0.03
19.608,-0.10,0.09,-0.15,-1.21,-0.18,-0.03
19.612,-0.10,0.09,-0.15,-1.15,-0.17,0.01
19.614,-0.09,0.06,-0.12,-1.15,-0.17,0.01
19.617,-0.09,0.06,-0.12,-1.10,-0.16,0.09
19.618,-0.09,0.04,-0.08,-1.10,-0.16,0.09
19.622,-0.09,0.04,-0.08,-1.07,-0.15,0.19
19.623,-0.08,0.02,-0.05,-1.07,-0.15,0.19
19.627,-0.08,0.02,-0.05,-1.02,-0.13,0.22
19.629,-0.07,0.00,-0.01,-1.02,-0.13,0.22
19.64,-0.07,0.00,-0.01,-0.93,-0.07,0.31
19.643,-0.06,-0.03,0.02,-0.93,-0.07,0.31
19.645,-0.06,-0.03,0.02,-0.83,-0.05,0.44
19.647,-0.04,-0.06,0.06,-0.83,-0.05,0.44
19.648,-0.04,-0.06,0.06,-0.73,-0.03,0.50
19.649,-0.03,-0.09,0.09,-0.73,-0.03,0.50
19.65,-0.03,-0.09,0.09,-0.59,0.03,0.67
19.651,-0.01,-0.11,0.11,-0.59,0.03,0.67
19.652,0.01,-0.13,0.13,-0.59,0.03,0.67
19.653,0.01,-0.13,0.13,-0.44,0.07,0.80
19.657,0.04,-0.13,0.14,-0.44,0.07,0.80
19.659,0.04,-0.13,0.14,-0.30,0.09,0.91
19.673,0.06,-0.12,0.14,-0.30,0.09,0.91
19.675,0.06,-0.12,0.14,-0.16,0.09,0.93
19.676,0.08,-0.10,0.14,-0.16,0.09,0.93
19.677,0.08,-0.10,0.14,-0.08,0.11,0.94
19.678,0.10,-0.08,0.13,-0.08,0.11,0.94
19.679,0.10,-0.08,0.13,0.00,0.13,0.92
19.68,0.12,-0.05,0.12,0.00,0.13,0.92
19.681,0.12,-0.05,0.12,0.09,0.13,0.85
19.709,0.12,-0.01,0.10,0.09,0.13,0.85
19.711,0.12,-0.01,0.10,0.17,0.15,0.72
19.712,0.12,0.02,0.08,0.17,0.15,0.72
19.713,0.12,0.02,0.08,0.18,0.17,0.58
19.714,0.12,0.02,0.08,0.17,0.17,0.45
19.714,0.10,0.06,0.06,0.17,0.17,0.45
19.715,0.10,0.06,0.06,0.14,0.18,0.31
19.715,0.08,0.09,0.03,0.14,0.18,0.31
19.716,0.05,0.10,0.00,0.14,0.18,0.31
19.717,0.05,0.10,0.00,0.06,0.18,0.21
19.718,0.05,0.10,0.00,-0.03,0.18,0.14
19.718,0.02,0.11,-0.02,-0.03,0.18,0.14
19.719,0.02,0.11,-0.02,-0.12,0.19,0.14
19.719,-0.01,0.10,-0.03,-0.12,0.19,0.14
19.72,-0.01,0.10,-0.03,-0.16,0.20,0.19
19.72,-0.05,0.10,-0.05,-0.16,0.20,0.19
19.722,-0.05,0.10,-0.05,-0.23,0.17,0.37
19.723,-0.07,0.08,-0.06,-0.23,0.17,0.37
19.727,-0.09,0.07,-0.06,-0.23,0.17,0.37
19.73,-0.09,0.07,-0.06,-0.28,0.17,0.55
19.733,-0.09,0.07,-0.06,-0.30,0.14,0.72
19.733,-0.09,0.05,-0.06,-0.30,0.14,0.72
19.738,-0.07,0.04,-0.05,-0.30,0.14,0.72
19.738,-0.07,0.04,-0.05,-0.34,0.12,0.87
19.743,-0.05,0.04,-0.04,-0.34,0.12,0.87
19.745,-0.05,0.04,-0.04,-0.37,0.05,1.03
19.748,-0.01,0.05,-0.03,-0.37,0.05,1.03
19.749,-0.01,0.05,-0.03,-0.35,0.03,1.06
19.753,0.03,0.07,-0.02,-0.35,0.03,1.06
19.754,0.03,0.07,-0.02,-0.38,0.04,1.05
19.76,0.03,0.07,-0.02,-0.38,-0.00,0.98
19.762,0.07,0.09,-0.01,-0.38,-0.00,0.98
19.763,0.07,0.09,-0.01,-0.35,-0.02,0.86
19.764,0.12,0.12,0.00,-0.35,-0.02,0.86
19.768,0.16,0.14,0.01,-0.35,-0.02,0.86
19.769,0.16,0.14,0.01,-0.30,-0.01,0.64
19.773,0.16,0.14,0.01,-0.24,-0.04,0.41
19.774,0.19,0.17,0.02,-0.24,-0.04,0.41
19.778,0.21,0.18,0.02,-0.24,-0.04,0.41
19.781,0.21,0.18,0.02,-0.20,0.01,0.10
19.783,0.22,0.18,0.02,-0.20,0.01,0.10
19.784,0.22,0.18,0.02,-0.13,0.03,-0.16
19.788,0.21,0.18,0.02,-0.13,0.03,-0.16
19.789,0.21,0.18,0.02,-0.06,0.05,-0.38
19.793,0.20,0.17,0.02,-0.06,0.05,-0.38
19.795,0.20,0.17,0.02,-0.04,0.04,-0.56
19.798,0.19,0.15,0.01,-0.04,0.04,-0.56
19.8,0.19,0.15,0.01,0.02,0.07,-0.67
19.803,0.19,0.15,0.01,0.09,0.05,-0.70
19.805,0.17,0.12,0.00,0.09,0.05,-0.70
19.811,0.14,0.09,-0.01,0.09,0.05,-0.70
19.814,0.14,0.09,-0.01,0.09,0.07,-0.69
19.816,0.12,0.07,-0.03,0.09,0.07,-0.69
19.817,0.12,0.07,-0.03,0.09,0.07,-0.64
19.818,0.11,0.04,-0.04,0.09,0.07,-0.64
19.819,0.11,0.04,-0.04,0.08,0.06,-0.60
19.823,0.10,0.02,-0.06,0.08,0.06,-0.60
19.824,0.10,0.02,-0.06,0.08,-0.00,-0.48
19.839,0.10,0.02,-0.06,0.05,-0.03,-0.39
19.841,0.09,0.01,-0.07,0.05,-0.03,-0.39
19.842,0.09,0.01,-0.07,0.04,-0.06,-0.31
19.842,0.08,0.00,-0.08,0.04,-0.06,-0.31
19.843,0.08,0.00,-0.08,-0.02,-0.10,-0.20
19.844,0.08,0.00,-0.08,-0.02,-0.10,-0.20
19.874,0.08,0.00,-0.08,-0.05,-0.14,-0.13
19.876,0.08,0.00,-0.08,-0.05,-0.14,-0.13
19.878,0.08,0.00,-0.08,-0.09,-0.13,-0.09
19.879,0.09,0.01,-0.08,-0.09,-0.13,-0.09
19.879,0.09,0.01,-0.08,-0.12,-0.12,-0.07
19.88,0.09,0.02,-0.08,-0.12,-0.12,-0.07
19.881,0.10,0.03,-0.08,-0.12,-0.12,-0.07
19.882,0.10,0.03,-0.08,-0.14,-0.14,-0.02
19.882,0.10,0.03,-0.08,-0.19,-0.12,0.00
19.883,0.10,0.04,-0.08,-0.19,-0.12,0.00
19.884,0.10,0.04,-0.08,-0.22,-0.13,-0.00
19.885,0.10,0.04,-0.07,-0.22,-0.13,-0.00
19.885,0.11,0.04,-0.07,-0.22,-0.13,-0.00
19.886,0.11,0.04,-0.07,-0.23,-0.11,-0.00
19.886,0.11,0.04,-0.07,-0.21,-0.10,-0.01
19.887,0.11,0.04,-0.07,-0.21,-0.10,-0.01
19.898,0.11,0.04,-0.07,-0.21,-0.12,-0.00
19.899,0.11,0.04,-0.06,-0.21,-0.12,-0.00
19.902,0.11,0.05,-0.06,-0.21,-0.12,-0.00
19.903,0.11,0.05,-0.06,-0.22,-0.14,-0.01
19.905,0.11,0.05,-0.06,-0.22,-0.14,-0.01
19.906,0.11,0.05,-0.06,-0.24,-0.16,-0.02
19.908,0.11,0.06,-0.05,-0.24,-0.16,-0.02
19.91,0.11,0.06,-0.05,-0.22,-0.14,-0.04
19.911,0.11,0.06,-0.05,-0.22,-0.13,-0.05
19.912,0.11,0.07,-0.05,-0.22,-0.13,-0.05
19.913,0.11,0.07,-0.05,-0.24,-0.12,-0.02
19.914,0.11,0.08,-0.04,-0.24,-0.12,-0.02
19.915,0.11,0.08,-0.04,-0.20,-0.13,-0.06
19.916,0.12,0.09,-0.04,-0.20,-0.13,-0.06
19.921,0.12,0.09,-0.04,-0.19,-0.17,-0.14
19.923,0.12,0.10,-0.04,-0.19,-0.17,-0.14
19.926,0.12,0.10,-0.04,-0.24,-0.15,-0.17
19.928,0.12,0.11,-0.03,-0.24,-0.15,-0.17
19.93,0.12,0.12,-0.01,-0.24,-0.15,-0.17
19.93,0.12,0.12,-0.01,-0.23,-0.14,-0.27
19.934,0.12,0.12,-0.01,-0.16,-0.14,-0.36
19.935,0.12,0.12,-0.00,-0.16,-0.14,-0.36
19.939,0.12,0.12,-0.00,-0.12,-0.10,-0.36
19.94,0.12,0.11,0.01,-0.12,-0.10,-0.36
19.944,0.12,0.11,0.01,-0.01,-0.10,-0.41
19.945,0.12,0.10,0.01,-0.01,-0.10,-0.41
19.949,0.12,0.10,0.01,0.12,-0.08,-0.44
19.95,0.12,0.10,0.01,0.12,-0.08,-0.44
19.954,0.12,0.10,0.01,0.22,-0.05,-0.51
19.955,0.13,0.09,0.00,0.22,-0.05,-0.51
19.971,0.13,0.08,-0.01,0.22,-0.05,-0.51
19.973,0.13,0.08,-0.01,0.26,-0.05,-0.55
19.974,0.13,0.08,-0.01,0.28,-0.06,-0.58
19.974,0.13,0.06,-0.02,0.28,-0.06,-0.58
19.975,0.12,0.04,-0.02,0.28,-0.06,-0.58
19.976,0.12,0.04,-0.02,0.28,-0.08,-0.63
19.976,0.12,0.04,-0.02,0.30,-0.03,-0.59
19.977,0.12,0.01,-0.03,0.30,-0.03,-0.59
20.018,0.12,0.01,-0.03,0.31,-0.03,-0.58
20.02,0.11,-0.01,-0.04,0.31,-0.03,-0.58
20.021,0.10,-0.04,-0.05,0.31,-0.03,-0.58
20.022,0.10,-0.04,-0.05,0.32,-0.03,-0.55
20.023,0.10,-0.06,-0.07,0.32,-0.03,-0.55
20.024,0.10,-0.06,-0.07,0.35,-0.03,-0.46
20.025,0.10,-0.07,-0.08,0.35,-0.03,-0.46
20.026,0.10,-0.07,-0.08,0.36,-0.09,-0.40
20.027,0.10,-0.07,-0.08,0.36,-0.12,-0.37
20.027,0.10,-0.08,-0.09,0.36,-0.12,-0.37
20.028,0.10,-0.08,-0.11,0.36,-0.12,-0.37
20.029,0.10,-0.08,-0.11,0.31,-0.18,-0.25
20.03,0.10,-0.08,-0.12,0.31,-0.18,-0.25
20.03,0.10,-0.08,-0.12,0.27,-0.22,-0.19
20.031,0.11,-0.07,-0.14,0.27,-0.22,-0.19
20.032,0.11,-0.07,-0.14,0.19,-0.23,-0.18
20.032,0.11,-0.07,-0.14,0.15,-0.26,-0.22
20.033,0.11,-0.06,-0.14,0.15,-0.26,-0.22
20.033,0.11,-0.06,-0.14,0.14,-0.25,-0.26
20.034,0.11,-0.04,-0.15,0.14,-0.25,-0.26
20.035,0.11,-0.01,-0.15,0.14,-0.25,-0.26
20.036,0.11,-0.01,-0.15,0.16,-0.29,-0.33
20.036,0.11,0.00,-0.16,0.16,-0.29,-0.33
20.037,0.11,0.00,-0.16,0.13,-0.33,-0.39
20.04,0.11,0.00,-0.16,0.09,-0.29,-0.47
20.042,0.10,0.01,-0.16,0.09,-0.29,-0.47
20.046,0.10,0.01,-0.16,0.07,-0.26,-0.53
20.047,0.10,0.02,-0.16,0.07,-0.26,-0.53
20.05,0.09,0.03,-0.16,0.07,-0.26,-0.53
20.051,0.09,0.03,-0.16,0.10,-0.26,-0.64
20.055,0.08,0.03,-0.17,0.10,-0.26,-0.64
20.056,0.08,0.03,-0.17,0.08,-0.22,-0.70
20.06,0.08,0.03,-0.17,0.03,-0.19,-0.68
20.062,0.07,0.02,-0.17,0.03,-0.19,-0.68
20.065,0.07,0.02,-0.17,0.04,-0.18,-0.73
20.066,0.06,0.02,-0.18,0.04,-0.18,-0.73
20.07,0.05,0.01,-0.18,0.04,-0.18,-0.73
20.071,0.05,0.01,-0.18,0.01,-0.19,-0.71
20.076,0.04,0.01,-0.19,0.01,-0.19,-0.71
20.079,0.04,0.01,-0.19,0.01,-0.14,-0.76
20.08,0.04,0.01,-0.19,-0.00,-0.13,-0.75
20.081,0.04,0.00,-0.21,-0.00,-0.13,-0.75
20.085,0.03,0.00,-0.22,-0.00,-0.13,-0.75
20.086,0.03,0.00,-0.22,-0.03,-0.18,-0.77
20.09,0.03,0.00,-0.22,-0.09,-0.20,-0.77
20.091,0.03,0.00,-0.23,-0.09,-0.20,-0.77
20.108,0.03,0.00,-0.23,-0.14,-0.18,-0.75
20.11,0.03,0.00,-0.24,-0.14,-0.18,-0.75
20.111,0.02,-0.00,-0.24,-0.14,-0.18,-0.75
20.112,0.02,-0.00,-0.24,-0.19,-0.19,-0.75
20.113,0.01,-0.00,-0.24,-0.19,-0.19,-0.75
20.113,0.01,-0.00,-0.24,-0.24,-0.20,-0.80
20.114,-0.00,-0.00,-0.25,-0.24,-0.20,-0.80
20.116,-0.00,-0.00,-0.25,-0.28,-0.19,-0.77
20.117,-0.02,-0.01,-0.24,-0.28,-0.19,-0.77
20.119,-0.02,-0.01,-0.24,-0.36,-0.19,-0.74
20.12,-0.02,-0.02,-0.24,-0.36,-0.19,-0.74
20.122,-0.02,-0.02,-0.24,-0.43,-0.17,-0.73
20.148,-0.03,-0.04,-0.23,-0.43,-0.17,-0.73
20.15,-0.03,-0.04,-0.23,-0.48,-0.18,-0.71
20.151,-0.03,-0.04,-0.23,-0.54,-0.18,-0.64
20.152,-0.04,-0.05,-0.22,-0.54,-0.18,-0.64
20.164,-0.04,-0.05,-0.22,-0.61,-0.17,-0.54
20.164,-0.04,-0.07,-0.21,-0.61,-0.17,-0.54
20.167,-0.04,-0.09,-0.20,-0.61,-0.17,-0.54
20.168,-0.04,-0.09,-0.20,-0.63,-0.15,-0.47
20.169,-0.04,-0.11,-0.18,-0.63,-0.15,-0.47
20.169,-0.04,-0.11,-0.18,-0.61,-0.14,-0.37
20.171,-0.03,-0.12,-0.17,-0.61,-0.14,-0.37
20.172,-0.03,-0.12,-0.17,-0.59,-0.13,-0.29
20.172,-0.03,-0.12,-0.17,-0.55,-0.10,-0.18
20.173,-0.02,-0.12,-0.15,-0.55,-0.10,-0.18
20.174,-0.02,-0.12,-0.15,-0.54,-0.12,-0.13
20.175,-0.01,-0.12,-0.15,-0.54,-0.12,-0.13
20.176,-0.01,-0.12,-0.15,-0.54,-0.12,-0.13
20.178,-0.01,-0.12,-0.15,-0.51,-0.05,-0.06
20.179,-0.01,-0.12,-0.15,-0.51,-0.02,-0.07
20.18,0.00,-0.13,-0.15,-0.51,-0.02,-0.07
20.18,0.00,-0.13,-0.15,-0.48,0.02,-0.02
20.181,0.01,-0.12,-0.15,-0.48,0.02,-0.02
20.182,0.01,-0.12,-0.15,-0.48,0.02,-0.02
20.183,0.01,-0.10,-0.15,-0.48,0.02,-0.02
20.186,0.01,-0.10,-0.15,-0.46,0.02,-0.03
20.187,0.02,-0.09,-0.15,-0.46,0.02,-0.03
20.193,0.02,-0.09,-0.15,-0.44,0.05,-0.01
20.194,0.02,-0.08,-0.16,-0.44,0.05,-0.01
20.196,0.02,-0.08,-0.16,-0.42,0.06,-0.07
20.197,0.01,-0.06,-0.16,-0.42,0.06,-0.07
20.201,0.01,-0.06,-0.16,-0.42,0.10,-0.08
20.201,0.01,-0.05,-0.16,-0.42,0.10,-0.08
20.206,0.00,-0.02,-0.16,-0.42,0.10,-0.08
20.207,0.00,-0.02,-0.16,-0.42,0.10,-0.09
20.211,-0.00,-0.01,-0.16,-0.42,0.10,-0.09
20.212,-0.00,-0.01,-0.16,-0.41,0.10,-0.05
20.216,-0.00,-0.01,-0.16,-0.35,0.13,-0.05
20.217,-0.01,-0.00,-0.17,-0.35,0.13,-0.05
20.221,-0.01,-0.00,-0.17,-0.38,0.14,-0.06
20.221,-0.00,0.00,-0.17,-0.38,0.14,-0.06
20.236,-0.00,0.01,-0.17,-0.38,0.14,-0.06
20.238,-0.00,0.01,-0.17,-0.46,0.20,-0.05
20.238,0.01,0.01,-0.18,-0.46,0.20,-0.05
20.239,0.01,0.01,-0.18,-0.48,0.20,-0.12
20.24,0.01,0.01,-0.18,-0.51,0.15,-0.19
20.24,0.01,0.01,-0.17,-0.51,0.15,-0.19
20.276,0.01,0.01,-0.17,-0.54,0.11,-0.26
20.278,0.02,0.02,-0.17,-0.54,0.11,-0.26
20.279,0.03,0.01,-0.16,-0.54,0.11,-0.26
20.28,0.03,0.01,-0.16,-0.54,0.09,-0.30
20.281,0.04,0.01,-0.16,-0.54,0.09,-0.30
20.282,0.04,0.01,-0.16,-0.50,0.10,-0.39
20.283,0.04,0.01,-0.16,-0.50,0.10,-0.39
20.283,0.04,0.01,-0.16,-0.49,0.14,-0.52
20.284,0.04,0.01,-0.16,-0.49,0.06,-0.62
20.285,0.04,0.01,-0.16,-0.49,0.06,-0.62
20.285,0.04,0.01,-0.16,-0.49,0.05,-0.65
20.286,0.04,0.01,-0.16,-0.49,0.05,-0.65
20.287,0.04,0.00,-0.16,-0.49,0.05,-0.65
20.288,0.04,0.00,-0.16,-0.51,0.09,-0.69
20.288,0.03,-0.01,-0.16,-0.51,0.09,-0.69
20.289,0.03,-0.01,-0.16,-0.53,0.09,-0.76
20.289,0.03,-0.01,-0.16,-0.52,0.10,-0.75
20.29,0.02,-0.02,-0.16,-0.52,0.10,-0.75
20.291,0.01,-0.03,-0.16,-0.52,0.10,-0.75
20.292,0.01,-0.03,-0.16,-0.49,0.09,-0.72
20.293,0.01,-0.03,-0.16,-0.48,0.06,-0.70
20.294,0.00,-0.05,-0.17,-0.48,0.06,-0.70
20.296,-0.00,-0.06,-0.17,-0.48,0.06,-0.70
20.298,-0.00,-0.06,-0.17,-0.47,0.06,-0.60
20.302,-0.00,-0.06,-0.17,-0.46,0.05,-0.53
20.303,-0.01,-0.06,-0.18,-0.46,0.05,-0.53
20.307,-0.01,-0.06,-0.18,-0.46,0.02,-0.51
20.308,-0.01,-0.06,-0.18,-0.46,0.02,-0.51
20.312,-0.02,-0.06,-0.19,-0.46,0.02,-0.51
20.314,-0.02,-0.06,-0.19,-0.51,-0.01,-0.48
20.317,-0.03,-0.05,-0.19,-0.51,-0.01,-0.48
20.318,-0.03,-0.05,-0.19,-0.52,-0.09,-0.39
20.322,-0.03,-0.05,-0.19,-0.55,-0.10,-0.43
20.323,-0.03,-0.04,-0.19,-0.55,-0.10,-0.43
20.329,-0.04,-0.02,-0.18,-0.55,-0.10,-0.43
20.331,-0.04,-0.02,-0.18,-0.59,-0.11,-0.41
20.332,-0.05,-0.01,-0.18,-0.59,-0.11,-0.41
20.333,-0.05,-0.01,-0.18,-0.63,-0.14,-0.37
20.337,-0.05,-0.01,-0.18,-0.65,-0.14,-0.38
20.338,-0.06,0.00,-0.17,-0.65,-0.14,-0.38
20.344,-0.06,0.00,-0.17,-0.70,-0.14,-0.32
20.346,-0.06,0.01,-0.16,-0.70,-0.14,-0.32
20.348,-0.07,0.00,-0.14,-0.70,-0.14,-0.32
20.348,-0.07,0.00,-0.14,-0.76,-0.15,-0.31
20.352,-0.07,0.00,-0.14,-0.78,-0.10,-0.28
20.353,-0.08,-0.00,-0.12,-0.78,-0.10,-0.28
20.357,-0.08,-0.00,-0.12,-0.78,-0.08,-0.23
20.358,-0.08,-0.00,-0.10,-0.78,-0.08,-0.23
20.363,-0.08,-0.02,-0.09,-0.78,-0.08,-0.23
20.364,-0.08,-0.02,-0.09,-0.76,-0.07,-0.11
20.367,-0.08,-0.03,-0.06,-0.76,-0.07,-0.11
20.368,-0.08,-0.03,-0.06,-0.74,-0.03,-0.07
20.372,-0.07,-0.04,-0.04,-0.74,-0.03,-0.07
20.373,-0.07,-0.04,-0.04,-0.66,-0.01,0.02
20.389,-0.06,-0.06,-0.02,-0.66,-0.01,0.02
20.391,-0.06,-0.06,-0.02,-0.64,0.01,0.06
20.392,-0.06,-0.06,-0.02,-0.60,0.00,0.12
20.392,-0.05,-0.07,-0.00,-0.60,0.00,0.12
20.409,-0.05,-0.07,-0.00,-0.51,0.03,0.23
20.412,-0.04,-0.08,0.01,-0.51,0.03,0.23
20.413,-0.04,-0.08,0.01,-0.46,0.06,0.22
20.414,-0.04,-0.08,0.01,-0.42,0.07,0.20
20.416,-0.04,-0.08,0.01,-0.38,0.07,0.13
20.417,-0.02,-0.08,0.02,-0.38,0.07,0.13
20.418,-0.01,-0.07,0.03,-0.38,0.07,0.13
20.419,0.01,-0.06,0.04,-0.38,0.07,0.13
20.42,0.01,-0.06,0.04,-0.35,0.13,0.07
20.42,0.01,-0.05,0.05,-0.35,0.13,0.07
20.421,0.01,-0.03,0.06,-0.35,0.13,0.07
20.422,0.01,-0.03,0.06,-0.35,0.16,-0.05
20.423,0.01,-0.03,0.06,-0.31,0.16,-0.18
20.424,0.00,-0.02,0.06,-0.31,0.16,-0.18
20.425,-0.01,-0.00,0.06,-0.31,0.16,-0.18
20.428,-0.01,-0.00,0.06,-0.29,0.18,-0.27
20.429,-0.02,0.01,0.07,-0.29,0.18,-0.27
20.429,-0.02,0.01,0.07,-0.23,0.27,-0.37
20.432,-0.02,0.01,0.07,-0.21,0.30,-0.43
20.433,-0.04,0.02,0.06,-0.21,0.30,-0.43
20.439,-0.04,0.02,0.06,-0.18,0.34,-0.48
20.44,-0.05,0.03,0.06,-0.18,0.34,-0.48
20.444,-0.07,0.04,0.05,-0.18,0.34,-0.48
20.446,-0.07,0.04,0.05,-0.21,0.34,-0.50
20.449,-0.08,0.04,0.05,-0.21,0.34,-0.50
20.45,-0.08,0.04,0.05,-0.23,0.34,-0.51
20.453,-0.08,0.04,0.05,-0.17,0.32,-0.49
20.454,-0.10,0.03,0.04,-0.17,0.32,-0.49
20.458,-0.10,0.03,0.04,-0.14,0.33,-0.40
20.459,-0.11,0.01,0.04,-0.14,0.33,-0.40
20.463,-0.12,-0.01,0.03,-0.14,0.33,-0.40
20.464,-0.12,-0.01,0.03,-0.13,0.44,-0.32
20.468,-0.12,-0.02,0.02,-0.13,0.44,-0.32
20.469,-0.12,-0.02,0.02,-0.12,0.46,-0.19
20.473,-0.11,-0.04,0.01,-0.12,0.46,-0.19
20.474,-0.11,-0.04,0.01,-0.14,0.46,-0.05
20.478,-0.09,-0.06,-0.01,-0.14,0.46,-0.05
20.479,-0.09,-0.06,-0.01,-0.19,0.46,0.04
20.483,-0.08,-0.08,-0.02,-0.19,0.46,0.04
20.484,-0.08,-0.08,-0.02,-0.24,0.38,0.13
20.488,-0.06,-0.10,-0.03,-0.24,0.38,0.13
20.489,-0.06,-0.10,-0.03,-0.32,0.35,0.23
20.505,-0.04,-0.11,-0.04,-0.32,0.35,0.23
20.507,-0.04,-0.11,-0.04,-0.35,0.32,0.31
20.508,-0.04,-0.11,-0.04,-0.39,0.28,0.34
20.509,-0.02,-0.11,-0.05,-0.39,0.28,0.34
20.51,-0.02,-0.11,-0.05,-0.43,0.22,0.39
20.511,-0.01,-0.10,-0.05,-0.43,0.22,0.39
20.512,-0.00,-0.09,-0.05,-0.43,0.22,0.39
20.513,-0.00,-0.09,-0.05,-0.47,0.15,0.40
20.516,0.00,-0.08,-0.05,-0.47,0.15,0.40
20.517,0.00,-0.08,-0.05,-0.48,0.11,0.37
20.519,0.00,-0.06,-0.05,-0.48,0.11,0.37
20.519,0.00,-0.06,-0.05,-0.51,0.06,0.36
20.55,0.00,-0.06,-0.05,-0.53,0.00,0.33
20.552,-0.00,-0.04,-0.04,-0.53,0.00,0.33
20.553,-0.00,-0.04,-0.04,-0.53,-0.03,0.29
20.554,-0.01,-0.01,-0.04,-0.53,-0.03,0.29
20.555,-0.01,-0.01,-0.04,-0.51,-0.01,0.29
20.556,-0.02,0.02,-0.03,-0.51,-0.01,0.29
20.556,-0.02,0.02,-0.03,-0.47,0.00,0.30
20.557,-0.02,0.04,-0.03,-0.47,0.00,0.30
20.558,-0.02,0.06,-0.03,-0.47,0.00,0.30
20.559,-0.02,0.06,-0.03,-0.47,-0.01,0.27
20.56,-0.02,0.06,-0.03,-0.46,0.01,0.18
